"","census","d_cutoff","x","y","soiltype"
"6567",2,30,330,130,"5"
"6568",2,30,350,130,"5"
"6569",2,30,370,130,"5"
"6570",2,30,390,130,"4"
"6571",2,30,410,130,"4"
"6572",2,30,430,130,"4"
"6573",2,30,450,130,"5"
"6574",2,30,470,130,"5"
"6575",2,30,490,130,"5"
"6576",2,30,510,130,"1"
"6577",2,30,530,130,"5"
"6578",2,30,550,130,"4"
"6579",2,30,570,130,"1"
"6580",2,30,590,130,"1"
"6581",2,30,610,130,"1"
"6582",2,30,630,130,"1"
"6583",2,30,650,130,"1"
"6584",2,30,670,130,"1"
"6585",2,30,690,130,"1"
"6586",2,30,710,130,"1"
"6587",2,30,730,130,"4"
"6588",2,30,750,130,"4"
"6589",2,30,770,130,"4"
"6590",2,30,790,130,"2"
"6591",2,30,810,130,"1"
"6592",2,30,830,130,"1"
"6593",2,30,850,130,"1"
"6594",2,30,870,130,"1"
"6595",2,30,890,130,"1"
"6596",2,30,910,130,"4"
"6597",2,30,930,130,"4"
"6598",2,30,950,130,"4"
"6599",2,30,970,130,"4"
"6600",2,30,990,130,"4"
"6601",2,30,10,150,"2"
"6602",2,30,30,150,"2"
"6603",2,30,50,150,"2"
"6604",2,30,70,150,"5"
"6605",2,30,90,150,"5"
"6606",2,30,110,150,"5"
"6607",2,30,130,150,"5"
"6608",2,30,150,150,"5"
"6609",2,30,170,150,"5"
"6610",2,30,190,150,"5"
"6611",2,30,210,150,"4"
"6612",2,30,230,150,"4"
"6613",2,30,250,150,"4"
"6614",2,30,270,150,"4"
"6615",2,30,290,150,"4"
"6616",2,30,310,150,"5"
"6617",2,30,330,150,"4"
"6618",2,30,350,150,"4"
"6619",2,30,370,150,"4"
"6620",2,30,390,150,"4"
"6621",2,30,410,150,"4"
"6622",2,30,430,150,"4"
"6623",2,30,450,150,"4"
"6624",2,30,470,150,"4"
"6625",2,30,490,150,"4"
"6626",2,30,510,150,"1"
"6627",2,30,530,150,"5"
"6628",2,30,550,150,"4"
"6629",2,30,570,150,"1"
"6630",2,30,590,150,"1"
"6631",2,30,610,150,"1"
"6632",2,30,630,150,"1"
"6633",2,30,650,150,"1"
"6634",2,30,670,150,"4"
"6635",2,30,690,150,"4"
"6636",2,30,710,150,"4"
"6637",2,30,730,150,"4"
"6638",2,30,750,150,"4"
"6639",2,30,770,150,"4"
"6640",2,30,790,150,"4"
"6641",2,30,810,150,"1"
"6642",2,30,830,150,"1"
"6643",2,30,850,150,"1"
"6644",2,30,870,150,"1"
"6645",2,30,890,150,"1"
"6646",2,30,910,150,"4"
"6647",2,30,930,150,"4"
"6648",2,30,950,150,"4"
"6649",2,30,970,150,"4"
"6650",2,30,990,150,"4"
"6651",2,30,10,170,"2"
"6652",2,30,30,170,"2"
"6653",2,30,50,170,"2"
"6654",2,30,70,170,"2"
"6655",2,30,90,170,"5"
"6656",2,30,110,170,"5"
"6657",2,30,130,170,"5"
"6658",2,30,150,170,"3"
"6659",2,30,170,170,"3"
"6660",2,30,190,170,"4"
"6661",2,30,210,170,"4"
"6662",2,30,230,170,"5"
"6663",2,30,250,170,"4"
"6664",2,30,270,170,"4"
"6665",2,30,290,170,"4"
"6666",2,30,310,170,"5"
"6667",2,30,330,170,"4"
"6668",2,30,350,170,"4"
"6669",2,30,370,170,"4"
"6670",2,30,390,170,"4"
"6671",2,30,410,170,"4"
"6672",2,30,430,170,"4"
"6673",2,30,450,170,"4"
"6674",2,30,470,170,"4"
"6675",2,30,490,170,"5"
"6676",2,30,510,170,"5"
"6677",2,30,530,170,"5"
"6678",2,30,550,170,"4"
"6679",2,30,570,170,"4"
"6680",2,30,590,170,"3"
"6681",2,30,610,170,"3"
"6682",2,30,630,170,"3"
"6683",2,30,650,170,"3"
"6684",2,30,670,170,"3"
"6685",2,30,690,170,"3"
"6686",2,30,710,170,"3"
"6687",2,30,730,170,"4"
"6688",2,30,750,170,"4"
"6689",2,30,770,170,"4"
"6690",2,30,790,170,"4"
"6691",2,30,810,170,"1"
"6692",2,30,830,170,"1"
"6693",2,30,850,170,"1"
"6694",2,30,870,170,"1"
"6695",2,30,890,170,"1"
"6696",2,30,910,170,"4"
"6697",2,30,930,170,"4"
"6698",2,30,950,170,"4"
"6699",2,30,970,170,"4"
"6700",2,30,990,170,"4"
"6701",2,30,10,190,"2"
"6702",2,30,30,190,"2"
"6703",2,30,50,190,"2"
"6704",2,30,70,190,"2"
"6705",2,30,90,190,"2"
"6706",2,30,110,190,"5"
"6707",2,30,130,190,"5"
"6708",2,30,150,190,"3"
"6709",2,30,170,190,"3"
"6710",2,30,190,190,"4"
"6711",2,30,210,190,"5"
"6712",2,30,230,190,"5"
"6713",2,30,250,190,"4"
"6714",2,30,270,190,"4"
"6715",2,30,290,190,"4"
"6716",2,30,310,190,"4"
"6717",2,30,330,190,"4"
"6718",2,30,350,190,"4"
"6719",2,30,370,190,"4"
"6720",2,30,390,190,"4"
"6721",2,30,410,190,"4"
"6722",2,30,430,190,"3"
"6723",2,30,450,190,"3"
"6724",2,30,470,190,"4"
"6725",2,30,490,190,"5"
"6726",2,30,510,190,"4"
"6727",2,30,530,190,"4"
"6728",2,30,550,190,"3"
"6729",2,30,570,190,"3"
"6730",2,30,590,190,"3"
"6731",2,30,610,190,"3"
"6732",2,30,630,190,"3"
"6733",2,30,650,190,"3"
"6734",2,30,670,190,"3"
"6735",2,30,690,190,"3"
"6736",2,30,710,190,"3"
"6737",2,30,730,190,"3"
"6738",2,30,750,190,"4"
"6739",2,30,770,190,"4"
"6740",2,30,790,190,"4"
"6741",2,30,810,190,"1"
"6742",2,30,830,190,"1"
"6743",2,30,850,190,"1"
"6744",2,30,870,190,"1"
"6745",2,30,890,190,"1"
"6746",2,30,910,190,"1"
"6747",2,30,930,190,"4"
"6748",2,30,950,190,"4"
"6749",2,30,970,190,"4"
"6750",2,30,990,190,"4"
"6751",2,30,10,210,"2"
"6752",2,30,30,210,"2"
"6753",2,30,50,210,"2"
"6754",2,30,70,210,"2"
"6755",2,30,90,210,"5"
"6756",2,30,110,210,"5"
"6757",2,30,130,210,"5"
"6758",2,30,150,210,"3"
"6759",2,30,170,210,"3"
"6760",2,30,190,210,"3"
"6761",2,30,210,210,"3"
"6762",2,30,230,210,"3"
"6763",2,30,250,210,"4"
"6764",2,30,270,210,"4"
"6765",2,30,290,210,"4"
"6766",2,30,310,210,"4"
"6767",2,30,330,210,"4"
"6768",2,30,350,210,"4"
"6769",2,30,370,210,"4"
"6770",2,30,390,210,"3"
"6771",2,30,410,210,"3"
"6772",2,30,430,210,"3"
"6773",2,30,450,210,"3"
"6774",2,30,470,210,"3"
"6775",2,30,490,210,"4"
"6776",2,30,510,210,"4"
"6777",2,30,530,210,"4"
"6778",2,30,550,210,"4"
"6779",2,30,570,210,"4"
"6780",2,30,590,210,"1"
"6781",2,30,610,210,"3"
"6782",2,30,630,210,"3"
"6783",2,30,650,210,"3"
"6784",2,30,670,210,"3"
"6785",2,30,690,210,"3"
"6786",2,30,710,210,"3"
"6787",2,30,730,210,"3"
"6788",2,30,750,210,"4"
"6789",2,30,770,210,"4"
"6790",2,30,790,210,"4"
"6791",2,30,810,210,"1"
"6792",2,30,830,210,"1"
"6793",2,30,850,210,"1"
"6794",2,30,870,210,"1"
"6795",2,30,890,210,"1"
"6796",2,30,910,210,"1"
"6797",2,30,930,210,"1"
"6798",2,30,950,210,"3"
"6799",2,30,970,210,"3"
"6800",2,30,990,210,"3"
"6801",2,30,10,230,"2"
"6802",2,30,30,230,"2"
"6803",2,30,50,230,"2"
"6804",2,30,70,230,"5"
"6805",2,30,90,230,"5"
"6806",2,30,110,230,"5"
"6807",2,30,130,230,"2"
"6808",2,30,150,230,"3"
"6809",2,30,170,230,"3"
"6810",2,30,190,230,"3"
"6811",2,30,210,230,"3"
"6812",2,30,230,230,"3"
"6813",2,30,250,230,"3"
"6814",2,30,270,230,"3"
"6815",2,30,290,230,"3"
"6816",2,30,310,230,"4"
"6817",2,30,330,230,"4"
"6818",2,30,350,230,"3"
"6819",2,30,370,230,"3"
"6820",2,30,390,230,"3"
"6821",2,30,410,230,"3"
"6822",2,30,430,230,"3"
"6823",2,30,450,230,"3"
"6824",2,30,470,230,"3"
"6825",2,30,490,230,"4"
"6826",2,30,510,230,"4"
"6827",2,30,530,230,"4"
"6828",2,30,550,230,"4"
"6829",2,30,570,230,"4"
"6830",2,30,590,230,"2"
"6831",2,30,610,230,"3"
"6832",2,30,630,230,"3"
"6833",2,30,650,230,"3"
"6834",2,30,670,230,"3"
"6835",2,30,690,230,"3"
"6836",2,30,710,230,"3"
"6837",2,30,730,230,"4"
"6838",2,30,750,230,"4"
"6839",2,30,770,230,"4"
"6840",2,30,790,230,"4"
"6841",2,30,810,230,"1"
"6842",2,30,830,230,"1"
"6843",2,30,850,230,"1"
"6844",2,30,870,230,"1"
"6845",2,30,890,230,"1"
"6846",2,30,910,230,"1"
"6847",2,30,930,230,"1"
"6848",2,30,950,230,"1"
"6849",2,30,970,230,"3"
"6850",2,30,990,230,"3"
"6851",2,30,10,250,"2"
"6852",2,30,30,250,"2"
"6853",2,30,50,250,"2"
"6854",2,30,70,250,"5"
"6855",2,30,90,250,"5"
"6856",2,30,110,250,"5"
"6857",2,30,130,250,"2"
"6858",2,30,150,250,"3"
"6859",2,30,170,250,"3"
"6860",2,30,190,250,"3"
"6861",2,30,210,250,"3"
"6862",2,30,230,250,"3"
"6863",2,30,250,250,"3"
"6864",2,30,270,250,"3"
"6865",2,30,290,250,"3"
"6866",2,30,310,250,"3"
"6867",2,30,330,250,"3"
"6868",2,30,350,250,"3"
"6869",2,30,370,250,"3"
"6870",2,30,390,250,"3"
"6871",2,30,410,250,"3"
"6872",2,30,430,250,"3"
"6873",2,30,450,250,"3"
"6874",2,30,470,250,"3"
"6875",2,30,490,250,"4"
"6876",2,30,510,250,"4"
"6877",2,30,530,250,"4"
"6878",2,30,550,250,"4"
"6879",2,30,570,250,"4"
"6880",2,30,590,250,"2"
"6881",2,30,610,250,"3"
"6882",2,30,630,250,"1"
"6883",2,30,650,250,"1"
"6884",2,30,670,250,"3"
"6885",2,30,690,250,"4"
"6886",2,30,710,250,"4"
"6887",2,30,730,250,"4"
"6888",2,30,750,250,"4"
"6889",2,30,770,250,"4"
"6890",2,30,790,250,"4"
"6891",2,30,810,250,"1"
"6892",2,30,830,250,"1"
"6893",2,30,850,250,"1"
"6894",2,30,870,250,"1"
"6895",2,30,890,250,"1"
"6896",2,30,910,250,"1"
"6897",2,30,930,250,"1"
"6898",2,30,950,250,"1"
"6899",2,30,970,250,"3"
"6900",2,30,990,250,"3"
"6901",2,30,10,270,"2"
"6902",2,30,30,270,"2"
"6903",2,30,50,270,"2"
"6904",2,30,70,270,"5"
"6905",2,30,90,270,"2"
"6906",2,30,110,270,"2"
"6907",2,30,130,270,"2"
"6908",2,30,150,270,"3"
"6909",2,30,170,270,"3"
"6910",2,30,190,270,"3"
"6911",2,30,210,270,"3"
"6912",2,30,230,270,"3"
"6913",2,30,250,270,"3"
"6914",2,30,270,270,"3"
"6915",2,30,290,270,"3"
"6916",2,30,310,270,"3"
"6917",2,30,330,270,"3"
"6918",2,30,350,270,"3"
"6919",2,30,370,270,"3"
"6920",2,30,390,270,"3"
"6921",2,30,410,270,"3"
"6922",2,30,430,270,"3"
"6923",2,30,450,270,"3"
"6924",2,30,470,270,"3"
"6925",2,30,490,270,"4"
"6926",2,30,510,270,"4"
"6927",2,30,530,270,"4"
"6928",2,30,550,270,"4"
"6929",2,30,570,270,"4"
"6930",2,30,590,270,"4"
"6931",2,30,610,270,"1"
"6932",2,30,630,270,"1"
"6933",2,30,650,270,"1"
"6934",2,30,670,270,"3"
"6935",2,30,690,270,"4"
"6936",2,30,710,270,"4"
"6937",2,30,730,270,"4"
"6938",2,30,750,270,"4"
"6939",2,30,770,270,"4"
"6940",2,30,790,270,"4"
"6941",2,30,810,270,"1"
"6942",2,30,830,270,"1"
"6943",2,30,850,270,"1"
"6944",2,30,870,270,"1"
"6945",2,30,890,270,"1"
"6946",2,30,910,270,"1"
"6947",2,30,930,270,"1"
"6948",2,30,950,270,"1"
"6949",2,30,970,270,"1"
"6950",2,30,990,270,"3"
"6951",2,30,10,290,"4"
"6952",2,30,30,290,"4"
"6953",2,30,50,290,"2"
"6954",2,30,70,290,"2"
"6955",2,30,90,290,"2"
"6956",2,30,110,290,"2"
"6957",2,30,130,290,"2"
"6958",2,30,150,290,"2"
"6959",2,30,170,290,"2"
"6960",2,30,190,290,"2"
"6961",2,30,210,290,"3"
"6962",2,30,230,290,"3"
"6963",2,30,250,290,"3"
"6964",2,30,270,290,"3"
"6965",2,30,290,290,"3"
"6966",2,30,310,290,"3"
"6967",2,30,330,290,"3"
"6968",2,30,350,290,"3"
"6969",2,30,370,290,"3"
"6970",2,30,390,290,"3"
"6971",2,30,410,290,"3"
"6972",2,30,430,290,"3"
"6973",2,30,450,290,"3"
"6974",2,30,470,290,"3"
"6975",2,30,490,290,"4"
"6976",2,30,510,290,"4"
"6977",2,30,530,290,"4"
"6978",2,30,550,290,"4"
"6979",2,30,570,290,"4"
"6980",2,30,590,290,"4"
"6981",2,30,610,290,"1"
"6982",2,30,630,290,"1"
"6983",2,30,650,290,"5"
"6984",2,30,670,290,"3"
"6985",2,30,690,290,"3"
"6986",2,30,710,290,"4"
"6987",2,30,730,290,"4"
"6988",2,30,750,290,"4"
"6989",2,30,770,290,"4"
"6990",2,30,790,290,"4"
"6991",2,30,810,290,"1"
"6992",2,30,830,290,"1"
"6993",2,30,850,290,"1"
"6994",2,30,870,290,"1"
"6995",2,30,890,290,"1"
"6996",2,30,910,290,"1"
"6997",2,30,930,290,"1"
"6998",2,30,950,290,"1"
"6999",2,30,970,290,"1"
"7000",2,30,990,290,"1"
"7001",2,30,10,310,"4"
"7002",2,30,30,310,"4"
"7003",2,30,50,310,"4"
"7004",2,30,70,310,"2"
"7005",2,30,90,310,"2"
"7006",2,30,110,310,"2"
"7007",2,30,130,310,"2"
"7008",2,30,150,310,"2"
"7009",2,30,170,310,"2"
"7010",2,30,190,310,"2"
"7011",2,30,210,310,"2"
"7012",2,30,230,310,"3"
"7013",2,30,250,310,"3"
"7014",2,30,270,310,"3"
"7015",2,30,290,310,"3"
"7016",2,30,310,310,"3"
"7017",2,30,330,310,"3"
"7018",2,30,350,310,"3"
"7019",2,30,370,310,"3"
"7020",2,30,390,310,"4"
"7021",2,30,410,310,"3"
"7022",2,30,430,310,"3"
"7023",2,30,450,310,"3"
"7024",2,30,470,310,"3"
"7025",2,30,490,310,"4"
"7026",2,30,510,310,"5"
"7027",2,30,530,310,"4"
"7028",2,30,550,310,"4"
"7029",2,30,570,310,"4"
"7030",2,30,590,310,"4"
"7031",2,30,610,310,"4"
"7032",2,30,630,310,"4"
"7033",2,30,650,310,"4"
"7034",2,30,670,310,"3"
"7035",2,30,690,310,"4"
"7036",2,30,710,310,"4"
"7037",2,30,730,310,"1"
"7038",2,30,750,310,"1"
"7039",2,30,770,310,"1"
"7040",2,30,790,310,"4"
"7041",2,30,810,310,"1"
"7042",2,30,830,310,"1"
"7043",2,30,850,310,"1"
"7044",2,30,870,310,"1"
"7045",2,30,890,310,"1"
"7046",2,30,910,310,"1"
"7047",2,30,930,310,"1"
"7048",2,30,950,310,"1"
"7049",2,30,970,310,"1"
"7050",2,30,990,310,"1"
"7051",2,30,10,330,"4"
"7052",2,30,30,330,"4"
"7053",2,30,50,330,"2"
"7054",2,30,70,330,"2"
"7055",2,30,90,330,"2"
"7056",2,30,110,330,"2"
"7057",2,30,130,330,"2"
"7058",2,30,150,330,"2"
"7059",2,30,170,330,"2"
"7060",2,30,190,330,"2"
"7061",2,30,210,330,"2"
"7062",2,30,230,330,"3"
"7063",2,30,250,330,"3"
"7064",2,30,270,330,"3"
"7065",2,30,290,330,"3"
"7066",2,30,310,330,"3"
"7067",2,30,330,330,"4"
"7068",2,30,350,330,"4"
"7069",2,30,370,330,"4"
"7070",2,30,390,330,"4"
"7071",2,30,410,330,"4"
"7072",2,30,430,330,"3"
"7073",2,30,450,330,"3"
"7074",2,30,470,330,"2"
"7075",2,30,490,330,"5"
"7076",2,30,510,330,"5"
"7077",2,30,530,330,"5"
"7078",2,30,550,330,"5"
"7079",2,30,570,330,"4"
"7080",2,30,590,330,"4"
"7081",2,30,610,330,"4"
"7082",2,30,630,330,"4"
"7083",2,30,650,330,"4"
"7084",2,30,670,330,"3"
"7085",2,30,690,330,"4"
"7086",2,30,710,330,"4"
"7087",2,30,730,330,"4"
"7088",2,30,750,330,"4"
"7089",2,30,770,330,"1"
"7090",2,30,790,330,"1"
"7091",2,30,810,330,"1"
"7092",2,30,830,330,"1"
"7093",2,30,850,330,"1"
"7094",2,30,870,330,"1"
"7095",2,30,890,330,"1"
"7096",2,30,910,330,"1"
"7097",2,30,930,330,"1"
"7098",2,30,950,330,"1"
"7099",2,30,970,330,"1"
"7100",2,30,990,330,"1"
"7101",2,30,10,350,"4"
"7102",2,30,30,350,"4"
"7103",2,30,50,350,"2"
"7104",2,30,70,350,"2"
"7105",2,30,90,350,"2"
"7106",2,30,110,350,"2"
"7107",2,30,130,350,"2"
"7108",2,30,150,350,"2"
"7109",2,30,170,350,"2"
"7110",2,30,190,350,"2"
"7111",2,30,210,350,"2"
"7112",2,30,230,350,"2"
"7113",2,30,250,350,"3"
"7114",2,30,270,350,"3"
"7115",2,30,290,350,"3"
"7116",2,30,310,350,"4"
"7117",2,30,330,350,"4"
"7118",2,30,350,350,"4"
"7119",2,30,370,350,"4"
"7120",2,30,390,350,"5"
"7121",2,30,410,350,"5"
"7122",2,30,430,350,"3"
"7123",2,30,450,350,"3"
"7124",2,30,470,350,"5"
"7125",2,30,490,350,"5"
"7126",2,30,510,350,"5"
"7127",2,30,530,350,"5"
"7128",2,30,550,350,"5"
"7129",2,30,570,350,"2"
"7130",2,30,590,350,"4"
"7131",2,30,610,350,"4"
"7132",2,30,630,350,"4"
"7133",2,30,650,350,"4"
"7134",2,30,670,350,"4"
"7135",2,30,690,350,"4"
"7136",2,30,710,350,"4"
"7137",2,30,730,350,"4"
"7138",2,30,750,350,"4"
"7139",2,30,770,350,"1"
"7140",2,30,790,350,"1"
"7141",2,30,810,350,"1"
"7142",2,30,830,350,"1"
"7143",2,30,850,350,"1"
"7144",2,30,870,350,"1"
"7145",2,30,890,350,"1"
"7146",2,30,910,350,"1"
"7147",2,30,930,350,"1"
"7148",2,30,950,350,"1"
"7149",2,30,970,350,"1"
"7150",2,30,990,350,"1"
"7151",2,30,10,370,"5"
"7152",2,30,30,370,"5"
"7153",2,30,50,370,"4"
"7154",2,30,70,370,"2"
"7155",2,30,90,370,"2"
"7156",2,30,110,370,"2"
"7157",2,30,130,370,"2"
"7158",2,30,150,370,"2"
"7159",2,30,170,370,"2"
"7160",2,30,190,370,"2"
"7161",2,30,210,370,"2"
"7162",2,30,230,370,"2"
"7163",2,30,250,370,"2"
"7164",2,30,270,370,"2"
"7165",2,30,290,370,"2"
"7166",2,30,310,370,"2"
"7167",2,30,330,370,"2"
"7168",2,30,350,370,"4"
"7169",2,30,370,370,"4"
"7170",2,30,390,370,"5"
"7171",2,30,410,370,"5"
"7172",2,30,430,370,"3"
"7173",2,30,450,370,"3"
"7174",2,30,470,370,"5"
"7175",2,30,490,370,"5"
"7176",2,30,510,370,"5"
"7177",2,30,530,370,"5"
"7178",2,30,550,370,"5"
"7179",2,30,570,370,"2"
"7180",2,30,590,370,"4"
"7181",2,30,610,370,"4"
"7182",2,30,630,370,"4"
"7183",2,30,650,370,"3"
"7184",2,30,670,370,"5"
"7185",2,30,690,370,"5"
"7186",2,30,710,370,"4"
"7187",2,30,730,370,"4"
"7188",2,30,750,370,"4"
"7189",2,30,770,370,"4"
"7190",2,30,790,370,"1"
"7191",2,30,810,370,"1"
"7192",2,30,830,370,"1"
"7193",2,30,850,370,"1"
"7194",2,30,870,370,"1"
"7195",2,30,890,370,"1"
"7196",2,30,910,370,"1"
"7197",2,30,930,370,"1"
"7198",2,30,950,370,"1"
"7199",2,30,970,370,"1"
"7200",2,30,990,370,"1"
"7201",2,30,10,390,"5"
"7202",2,30,30,390,"5"
"7203",2,30,50,390,"5"
"7204",2,30,70,390,"5"
"7205",2,30,90,390,"2"
"7206",2,30,110,390,"2"
"7207",2,30,130,390,"2"
"7208",2,30,150,390,"2"
"7209",2,30,170,390,"2"
"7210",2,30,190,390,"2"
"7211",2,30,210,390,"2"
"7212",2,30,230,390,"2"
"7213",2,30,250,390,"2"
"7214",2,30,270,390,"2"
"7215",2,30,290,390,"2"
"7216",2,30,310,390,"2"
"7217",2,30,330,390,"2"
"7218",2,30,350,390,"2"
"7219",2,30,370,390,"2"
"7220",2,30,390,390,"5"
"7221",2,30,410,390,"3"
"7222",2,30,430,390,"3"
"7223",2,30,450,390,"3"
"7224",2,30,470,390,"5"
"7225",2,30,490,390,"5"
"7226",2,30,510,390,"5"
"7227",2,30,530,390,"5"
"7228",2,30,550,390,"5"
"7229",2,30,570,390,"3"
"7230",2,30,590,390,"4"
"7231",2,30,610,390,"4"
"7232",2,30,630,390,"5"
"7233",2,30,650,390,"5"
"7234",2,30,670,390,"5"
"7235",2,30,690,390,"5"
"7236",2,30,710,390,"5"
"7237",2,30,730,390,"4"
"7238",2,30,750,390,"4"
"7239",2,30,770,390,"4"
"7240",2,30,790,390,"1"
"7241",2,30,810,390,"1"
"7242",2,30,830,390,"1"
"7243",2,30,850,390,"1"
"7244",2,30,870,390,"1"
"7245",2,30,890,390,"1"
"7246",2,30,910,390,"1"
"7247",2,30,930,390,"1"
"7248",2,30,950,390,"1"
"7249",2,30,970,390,"1"
"7250",2,30,990,390,"1"
"7251",2,30,10,410,"5"
"7252",2,30,30,410,"5"
"7253",2,30,50,410,"5"
"7254",2,30,70,410,"5"
"7255",2,30,90,410,"2"
"7256",2,30,110,410,"2"
"7257",2,30,130,410,"2"
"7258",2,30,150,410,"4"
"7259",2,30,170,410,"2"
"7260",2,30,190,410,"2"
"7261",2,30,210,410,"2"
"7262",2,30,230,410,"2"
"7263",2,30,250,410,"2"
"7264",2,30,270,410,"2"
"7265",2,30,290,410,"2"
"7266",2,30,310,410,"2"
"7267",2,30,330,410,"2"
"7268",2,30,350,410,"2"
"7269",2,30,370,410,"2"
"7270",2,30,390,410,"3"
"7271",2,30,410,410,"3"
"7272",2,30,430,410,"5"
"7273",2,30,450,410,"5"
"7274",2,30,470,410,"5"
"7275",2,30,490,410,"5"
"7276",2,30,510,410,"5"
"7277",2,30,530,410,"5"
"7278",2,30,550,410,"5"
"7279",2,30,570,410,"5"
"7280",2,30,590,410,"5"
"7281",2,30,610,410,"5"
"7282",2,30,630,410,"5"
"7283",2,30,650,410,"5"
"7284",2,30,670,410,"5"
"7285",2,30,690,410,"3"
"7286",2,30,710,410,"2"
"7287",2,30,730,410,"4"
"7288",2,30,750,410,"4"
"7289",2,30,770,410,"1"
"7290",2,30,790,410,"1"
"7291",2,30,810,410,"1"
"7292",2,30,830,410,"1"
"7293",2,30,850,410,"1"
"7294",2,30,870,410,"1"
"7295",2,30,890,410,"1"
"7296",2,30,910,410,"1"
"7297",2,30,930,410,"1"
"7298",2,30,950,410,"1"
"7299",2,30,970,410,"1"
"7300",2,30,990,410,"1"
"7301",2,30,10,430,"5"
"7302",2,30,30,430,"5"
"7303",2,30,50,430,"5"
"7304",2,30,70,430,"2"
"7305",2,30,90,430,"2"
"7306",2,30,110,430,"2"
"7307",2,30,130,430,"4"
"7308",2,30,150,430,"4"
"7309",2,30,170,430,"2"
"7310",2,30,190,430,"2"
"7311",2,30,210,430,"2"
"7312",2,30,230,430,"2"
"7313",2,30,250,430,"2"
"7314",2,30,270,430,"2"
"7315",2,30,290,430,"2"
"7316",2,30,310,430,"2"
"7317",2,30,330,430,"2"
"7318",2,30,350,430,"2"
"7319",2,30,370,430,"2"
"7320",2,30,390,430,"2"
"7321",2,30,410,430,"3"
"7322",2,30,430,430,"5"
"7323",2,30,450,430,"5"
"7324",2,30,470,430,"5"
"7325",2,30,490,430,"5"
"7326",2,30,510,430,"2"
"7327",2,30,530,430,"2"
"7328",2,30,550,430,"2"
"7329",2,30,570,430,"2"
"7330",2,30,590,430,"2"
"7331",2,30,610,430,"2"
"7332",2,30,630,430,"2"
"7333",2,30,650,430,"2"
"7334",2,30,670,430,"2"
"7335",2,30,690,430,"2"
"7336",2,30,710,430,"2"
"7337",2,30,730,430,"1"
"7338",2,30,750,430,"1"
"7339",2,30,770,430,"1"
"7340",2,30,790,430,"1"
"7341",2,30,810,430,"1"
"7342",2,30,830,430,"1"
"7343",2,30,850,430,"1"
"7344",2,30,870,430,"1"
"7345",2,30,890,430,"1"
"7346",2,30,910,430,"1"
"7347",2,30,930,430,"1"
"7348",2,30,950,430,"1"
"7349",2,30,970,430,"1"
"7350",2,30,990,430,"1"
"7351",2,30,10,450,"5"
"7352",2,30,30,450,"5"
"7353",2,30,50,450,"2"
"7354",2,30,70,450,"2"
"7355",2,30,90,450,"2"
"7356",2,30,110,450,"2"
"7357",2,30,130,450,"2"
"7358",2,30,150,450,"2"
"7359",2,30,170,450,"2"
"7360",2,30,190,450,"2"
"7361",2,30,210,450,"2"
"7362",2,30,230,450,"2"
"7363",2,30,250,450,"2"
"7364",2,30,270,450,"2"
"7365",2,30,290,450,"2"
"7366",2,30,310,450,"2"
"7367",2,30,330,450,"2"
"7368",2,30,350,450,"2"
"7369",2,30,370,450,"2"
"7370",2,30,390,450,"2"
"7371",2,30,410,450,"3"
"7372",2,30,430,450,"5"
"7373",2,30,450,450,"5"
"7374",2,30,470,450,"5"
"7375",2,30,490,450,"5"
"7376",2,30,510,450,"5"
"7377",2,30,530,450,"2"
"7378",2,30,550,450,"2"
"7379",2,30,570,450,"2"
"7380",2,30,590,450,"2"
"7381",2,30,610,450,"2"
"7382",2,30,630,450,"2"
"7383",2,30,650,450,"2"
"7384",2,30,670,450,"2"
"7385",2,30,690,450,"2"
"7386",2,30,710,450,"2"
"7387",2,30,730,450,"1"
"7388",2,30,750,450,"1"
"7389",2,30,770,450,"1"
"7390",2,30,790,450,"1"
"7391",2,30,810,450,"1"
"7392",2,30,830,450,"1"
"7393",2,30,850,450,"1"
"7394",2,30,870,450,"1"
"7395",2,30,890,450,"1"
"7396",2,30,910,450,"1"
"7397",2,30,930,450,"1"
"7398",2,30,950,450,"1"
"7399",2,30,970,450,"1"
"7400",2,30,990,450,"1"
"7401",2,30,10,470,"2"
"7402",2,30,30,470,"2"
"7403",2,30,50,470,"2"
"7404",2,30,70,470,"2"
"7405",2,30,90,470,"2"
"7406",2,30,110,470,"2"
"7407",2,30,130,470,"2"
"7408",2,30,150,470,"2"
"7409",2,30,170,470,"2"
"7410",2,30,190,470,"2"
"7411",2,30,210,470,"2"
"7412",2,30,230,470,"2"
"7413",2,30,250,470,"3"
"7414",2,30,270,470,"2"
"7415",2,30,290,470,"2"
"7416",2,30,310,470,"2"
"7417",2,30,330,470,"2"
"7418",2,30,350,470,"2"
"7419",2,30,370,470,"2"
"7420",2,30,390,470,"2"
"7421",2,30,410,470,"3"
"7422",2,30,430,470,"3"
"7423",2,30,450,470,"5"
"7424",2,30,470,470,"5"
"7425",2,30,490,470,"5"
"7426",2,30,510,470,"5"
"7427",2,30,530,470,"2"
"7428",2,30,550,470,"2"
"7429",2,30,570,470,"2"
"7430",2,30,590,470,"2"
"7431",2,30,610,470,"2"
"7432",2,30,630,470,"2"
"7433",2,30,650,470,"2"
"7434",2,30,670,470,"2"
"7435",2,30,690,470,"2"
"7436",2,30,710,470,"2"
"7437",2,30,730,470,"1"
"7438",2,30,750,470,"1"
"7439",2,30,770,470,"1"
