"","sp","algorithm","weighted","modularity","census","d_cutoff","seed","number_of_groups","group"
"1","acacme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"2","acacme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"3","acacme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"4","acacme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"5","acaldi","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"6","acaldi","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"7","acaldi","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"8","acaldi","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"9","acalma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"10","acalma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"11","acalma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"12","acalma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"13","ade1tr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"14","ade1tr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"15","ade1tr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"16","ade1tr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"17","aegipa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"18","aegipa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"19","aegipa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"20","aegipa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"21","alchco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"22","alchco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"23","alchco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"24","alchco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"25","alibed","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"26","alibed","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"27","alibed","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"28","alibed","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"29","allops","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"30","allops","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"31","allops","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"32","allops","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"33","alsebl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"34","alsebl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"35","alsebl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"36","alsebl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"37","amaico","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"38","amaico","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"39","amaico","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"40","amaico","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"41","anacex","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"42","anacex","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"43","anacex","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"44","anacex","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"45","anaxpa","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"46","anaxpa","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"47","anaxpa","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"48","anaxpa","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"49","andiin","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"50","andiin","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"51","andiin","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"52","andiin","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"53","annoac","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"54","annoac","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"55","annoac","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"56","annoac","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"57","annosp","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"58","annosp","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"59","annosp","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"60","annosp","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"61","apeime","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"62","apeime","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"63","apeime","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"64","apeime","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"65","apeiti","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"66","apeiti","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"67","apeiti","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"68","apeiti","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"69","ardife","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"70","ardife","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"71","ardife","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"72","ardife","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"73","ardigu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"74","ardigu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"75","ardigu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"76","ardigu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"77","aspicr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"78","aspicr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"79","aspicr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"80","aspicr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"81","ast1st","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"82","ast1st","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"83","ast1st","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"84","ast1st","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"85","ast2gr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"86","ast2gr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"87","ast2gr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"88","ast2gr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"89","bactba","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"90","bactba","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"91","bactba","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"92","bactba","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"93","bactc1","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"94","bactc1","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"95","bactc1","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"96","bactc1","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"97","bactma","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"98","bactma","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"99","bactma","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"100","bactma","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"101","beilpe","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"102","beilpe","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"103","beilpe","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"104","beilpe","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"105","brosal","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"106","brosal","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"107","brosal","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"108","brosal","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"109","calolo","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"110","calolo","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"111","calolo","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"112","calolo","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"113","cappfr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"114","cappfr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"115","cappfr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"116","cappfr","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"117","caseac","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"118","caseac","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"119","caseac","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"120","caseac","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"121","casear","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"122","casear","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"123","casear","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"124","casear","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"125","caseco","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"126","caseco","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"127","caseco","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"128","caseco","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"129","casegu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"130","casegu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"131","casegu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"132","casegu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"133","casesy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"134","casesy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"135","casesy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"136","casesy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"137","cassel","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"138","cassel","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"139","cassel","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"140","cassel","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"141","cavapl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"142","cavapl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"143","cavapl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"144","cavapl","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"145","cecrin","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"146","cecrin","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"147","cecrin","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"148","cecrin","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"149","cecrob","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"150","cecrob","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"151","cecrob","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"152","cecrob","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"153","ceibpe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"154","ceibpe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"155","ceibpe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"156","ceibpe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"157","celtsc","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"158","celtsc","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"159","celtsc","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"160","celtsc","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"161","cestme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"162","cestme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"163","cestme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"164","cestme","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"165","cha1te","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"166","cha1te","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"167","cha1te","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"168","cha1te","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"169","cha2sc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"170","cha2sc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"171","cha2sc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"172","cha2sc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"173","chr1ec","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"174","chr1ec","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"175","chr1ec","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"176","chr1ec","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"177","chr2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"178","chr2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"179","chr2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"180","chr2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"181","chr2ca","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"182","chr2ca","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"183","chr2ca","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"184","chr2ca","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"185","clidde","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"186","clidde","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"187","clidde","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"188","clidde","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"189","coccco","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"190","coccco","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"191","coccco","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"192","coccco","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"193","coccma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"194","coccma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"195","coccma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"196","coccma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"197","conoci","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"198","conoci","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"199","conoci","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"200","conoci","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"201","cordal","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"202","cordal","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"203","cordal","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"204","cordal","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"205","cordbi","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"206","cordbi","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"207","cordbi","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"208","cordbi","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"209","cordla","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"210","cordla","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"211","cordla","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"212","cordla","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"213","cou2cu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"214","cou2cu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"215","cou2cu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"216","cou2cu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"217","crotbi","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"218","crotbi","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"219","crotbi","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"220","crotbi","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"221","cupala","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"222","cupala","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"223","cupala","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"224","cupala","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"225","cuparu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"226","cuparu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"227","cuparu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"228","cuparu","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"229","cupasy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"230","cupasy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"231","cupasy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"232","cupasy","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"233","dendar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"234","dendar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"235","dendar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"236","dendar","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"237","des2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"238","des2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"239","des2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"240","des2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"241","dio2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"242","dio2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"243","dio2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"244","dio2ar","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"245","diptpa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"246","diptpa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"247","diptpa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"248","diptpa","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"249","drypst","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"250","drypst","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"251","drypst","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"252","drypst","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"253","elaeol","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"254","elaeol","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"255","elaeol","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"256","elaeol","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"257","entesc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"258","entesc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"259","entesc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"260","entesc","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"261","ery1co","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"262","ery1co","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"263","ery1co","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"264","ery1co","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"265","ery2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"266","ery2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"267","ery2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"268","ery2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"269","ery2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"270","ery2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"271","ery2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"272","ery2pa","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"273","eugeco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"274","eugeco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"275","eugeco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"276","eugeco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"277","eugega","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"278","eugega","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"279","eugega","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"280","eugega","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"281","eugene","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"282","eugene","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"283","eugene","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"284","eugene","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"285","eugeoe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"286","eugeoe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"287","eugeoe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"288","eugeoe","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"289","faraoc","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"290","faraoc","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"291","faraoc","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"292","faraoc","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"293","ficuin","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"294","ficuin","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"295","ficuin","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"296","ficuin","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"297","ficuto","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"298","ficuto","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"299","ficuto","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"300","ficuto","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"301","gar2in","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"302","gar2in","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"303","gar2in","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"304","gar2in","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"305","gar2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"306","gar2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"307","gar2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"308","gar2ma","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"309","geniam","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"310","geniam","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"311","geniam","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"312","geniam","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"313","guapst","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"314","guapst","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"315","guapst","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"316","guapst","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"317","guargr","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"318","guargr","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"319","guargr","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"320","guargr","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"321","guargu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"322","guargu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"323","guargu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"324","guargu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"325","guarsp","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"326","guarsp","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"327","guarsp","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"328","guarsp","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"329","guatdu","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"330","guatdu","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"331","guatdu","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"332","guatdu","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"333","guazul","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"334","guazul","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"335","guazul","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"336","guazul","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"337","guetfo","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"338","guetfo","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"339","guetfo","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"340","guetfo","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"341","gustsu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"342","gustsu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"343","gustsu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"344","gustsu","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"345","hameax","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"346","hameax","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"347","hameax","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"348","hameax","louvain",TRUE,0.118597714046346,1,10,0,4,"3"
"349","hampap","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"350","hampap","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"351","hampap","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"352","hampap","louvain",TRUE,0.118597714046346,1,10,0,4,"2"
"353","hassfl","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"354","hassfl","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"355","hassfl","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"356","hassfl","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"357","heisac","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"358","heisac","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"359","heisac","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"360","heisac","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"361","heisco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"362","heisco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"363","heisco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"364","heisco","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"365","herrpu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"366","herrpu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"367","herrpu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"368","herrpu","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"369","hirtam","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"370","hirtam","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"371","hirtam","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"372","hirtam","louvain",TRUE,0.118597714046346,1,10,0,4,"4"
"373","hirttr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"374","hirttr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"375","hirttr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"376","hirttr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"377","huracr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"378","huracr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"379","huracr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
"380","huracr","louvain",TRUE,0.118597714046346,1,10,0,4,"1"
