"","sp","algorithm","weighted","modularity","census","d_cutoff","seed","number_of_groups","group"
"2664","oenoma","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2665","olmeas","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2666","olmeas","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2667","olmeas","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2668","olmeas","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2669","ormocr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2670","ormocr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2671","ormocr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2672","ormocr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2673","ormoma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2674","ormoma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2675","ormoma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2676","ormoma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2677","ouralu","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2678","ouralu","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2679","ouralu","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2680","ouralu","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2681","paligu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2682","paligu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2683","paligu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2684","paligu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2685","pentma","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2686","pentma","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2687","pentma","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2688","pentma","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2689","perexa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2690","perexa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2691","perexa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2692","perexa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2693","phoeci","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2694","phoeci","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2695","phoeci","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2696","phoeci","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2697","picrla","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2698","picrla","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2699","picrla","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2700","picrla","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2701","pipea1","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2702","pipea1","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2703","pipea1","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2704","pipea1","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2705","pipeae","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2706","pipeae","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2707","pipeae","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2708","pipeae","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2709","pipeca","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2710","pipeca","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2711","pipeca","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2712","pipeca","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2713","pipeco","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2714","pipeco","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2715","pipeco","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2716","pipeco","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2717","pipecu","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2718","pipecu","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2719","pipecu","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2720","pipecu","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2721","pipepe","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2722","pipepe","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2723","pipepe","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2724","pipepe","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2725","pipere","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2726","pipere","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2727","pipere","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2728","pipere","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2729","pit1ma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2730","pit1ma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2731","pit1ma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2732","pit1ma","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2733","pla1pi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2734","pla1pi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2735","pla1pi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2736","pla1pi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2737","pla2el","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2738","pla2el","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2739","pla2el","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2740","pla2el","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2741","pochse","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2742","pochse","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2743","pochse","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2744","pochse","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2745","posola","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2746","posola","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2747","posola","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2748","posola","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2749","poular","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2750","poular","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2751","poular","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2752","poular","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2753","pourbi","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2754","pourbi","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2755","pourbi","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2756","pourbi","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2757","poutre","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2758","poutre","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2759","poutre","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2760","poutre","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2761","poutst","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2762","poutst","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2763","poutst","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2764","poutst","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2765","pri2co","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2766","pri2co","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2767","pri2co","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2768","pri2co","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2769","protco","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2770","protco","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2771","protco","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2772","protco","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2773","protpa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2774","protpa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2775","protpa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2776","protpa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2777","protsp","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2778","protsp","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2779","protsp","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2780","protsp","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2781","protte","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2782","protte","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2783","protte","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2784","protte","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2785","pse1se","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2786","pse1se","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2787","pse1se","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2788","pse1se","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2789","psidfr","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2790","psidfr","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2791","psidfr","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2792","psidfr","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2793","psycac","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2794","psycac","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2795","psycac","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2796","psycac","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2797","psycch","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2798","psycch","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2799","psycch","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2800","psycch","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2801","psycde","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2802","psycde","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2803","psycde","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2804","psycde","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2805","psycg1","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2806","psycg1","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2807","psycg1","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2808","psycg1","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2809","psycg3","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2810","psycg3","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2811","psycg3","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2812","psycg3","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2813","psycho","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2814","psycho","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2815","psycho","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2816","psycho","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2817","psycli","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2818","psycli","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2819","psycli","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2820","psycli","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2821","psycma","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2822","psycma","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2823","psycma","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2824","psycma","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2825","psycpi","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2826","psycpi","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2827","psycpi","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2828","psycpi","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2829","pterro","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2830","pterro","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2831","pterro","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2832","pterro","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2833","quaras","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2834","quaras","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2835","quaras","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2836","quaras","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2837","quasam","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2838","quasam","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2839","quasam","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2840","quasam","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2841","randar","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2842","randar","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2843","randar","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2844","randar","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2845","rinosy","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2846","rinosy","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2847","rinosy","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2848","rinosy","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2849","sapiau","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2850","sapiau","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2851","sapiau","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2852","sapiau","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2853","sch1zo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2854","sch1zo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2855","sch1zo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2856","sch1zo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2857","schipa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2858","schipa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2859","schipa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2860","schipa","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2861","sennda","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2862","sennda","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2863","sennda","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2864","sennda","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2865","simaam","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2866","simaam","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2867","simaam","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2868","simaam","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2869","sipacr","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2870","sipacr","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2871","sipacr","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2872","sipacr","louvain",TRUE,0.114914538449551,1,30,0,5,"5"
"2873","sipapa","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2874","sipapa","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2875","sipapa","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2876","sipapa","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2877","sloate","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2878","sloate","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2879","sloate","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2880","sloate","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2881","socrex","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2882","socrex","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2883","socrex","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2884","socrex","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2885","solaas","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2886","solaas","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2887","solaas","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2888","solaas","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2889","solaha","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2890","solaha","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2891","solaha","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2892","solaha","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2893","soroaf","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2894","soroaf","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2895","soroaf","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2896","soroaf","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2897","spacme","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2898","spacme","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2899","spacme","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2900","spacme","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2901","sponmo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2902","sponmo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2903","sponmo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2904","sponmo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2905","sponra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2906","sponra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2907","sponra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2908","sponra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2909","sterap","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2910","sterap","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2911","sterap","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2912","sterap","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2913","stylst","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2914","stylst","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2915","stylst","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2916","stylst","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2917","swars1","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2918","swars1","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2919","swars1","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2920","swars1","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2921","swars2","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2922","swars2","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2923","swars2","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2924","swars2","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2925","sympgl","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2926","sympgl","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2927","sympgl","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2928","sympgl","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2929","tab1gu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2930","tab1gu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2931","tab1gu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2932","tab1gu","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2933","tab1ro","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2934","tab1ro","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2935","tab1ro","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2936","tab1ro","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2937","tab2ar","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2938","tab2ar","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2939","tab2ar","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2940","tab2ar","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2941","tachve","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2942","tachve","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2943","tachve","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2944","tachve","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2945","taline","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2946","taline","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2947","taline","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2948","taline","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2949","talipr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2950","talipr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2951","talipr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2952","talipr","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2953","termam","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2954","termam","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2955","termam","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2956","termam","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2957","termob","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2958","termob","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2959","termob","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2960","termob","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2961","tet2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2962","tet2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2963","tet2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2964","tet2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2965","tet4jo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2966","tet4jo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2967","tet4jo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2968","tet4jo","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2969","theoca","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2970","theoca","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2971","theoca","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2972","theoca","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"2973","thevah","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2974","thevah","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2975","thevah","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2976","thevah","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2977","tocopi","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2978","tocopi","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2979","tocopi","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2980","tocopi","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"2981","tratas","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2982","tratas","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2983","tratas","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2984","tratas","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2985","tremin","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2986","tremin","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2987","tremin","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2988","tremin","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2989","tremmi","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2990","tremmi","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2991","tremmi","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2992","tremmi","louvain",TRUE,0.114914538449551,1,30,0,5,"4"
"2993","tremsp","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2994","tremsp","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2995","tremsp","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2996","tremsp","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2997","tri1gi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2998","tri1gi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"2999","tri1gi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3000","tri1gi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3001","tri2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3002","tri2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3003","tri2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3004","tri2pa","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3005","tri2tu","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3006","tri2tu","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3007","tri2tu","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3008","tri2tu","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3009","tripcu","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3010","tripcu","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3011","tripcu","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3012","tripcu","louvain",TRUE,0.114914538449551,1,30,0,5,"3"
"3013","tropra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3014","tropra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3015","tropra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3016","tropra","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3017","turpoc","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3018","turpoc","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3019","turpoc","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3020","turpoc","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3021","unonpi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3022","unonpi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3023","unonpi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3024","unonpi","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3025","urerba","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3026","urerba","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3027","urerba","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3028","urerba","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3029","virose","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3030","virose","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3031","virose","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3032","virose","louvain",TRUE,0.114914538449551,1,30,0,5,"2"
"3033","virosp","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3034","virosp","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
"3035","virosp","louvain",TRUE,0.114914538449551,1,30,0,5,"1"
