"","census","d_cutoff","group","x","y","density","soiltype"
"2986",1,20,"1",210,390,4.54412538968211e-06,"1"
"2987",1,20,"1",230,390,3.82266403595089e-06,"1"
"2988",1,20,"1",250,390,2.91955020126079e-06,"3"
"2989",1,20,"1",270,390,2.72142049100446e-06,"3"
"2990",1,20,"1",290,390,3.49422968595298e-06,"3"
"2991",1,20,"1",310,390,5.0422691985965e-06,"1"
"2992",1,20,"1",330,390,6.51573185670962e-06,"1"
"2993",1,20,"1",350,390,6.63079746758377e-06,"1"
"2994",1,20,"1",370,390,6.07590227804232e-06,"1"
"2995",1,20,"1",390,390,5.57138145857698e-06,"1"
"2996",1,20,"1",410,390,4.90834252219054e-06,"1"
"2997",1,20,"1",430,390,4.20976622570807e-06,"1"
"2998",1,20,"1",450,390,3.39997176806227e-06,"3"
"2999",1,20,"1",470,390,2.55562588264595e-06,"3"
"3000",1,20,"1",490,390,2.01978806046218e-06,"3"
"3001",1,20,"1",10,410,4.22843783719339e-06,"1"
"3002",1,20,"1",30,410,4.28032703571386e-06,"1"
"3003",1,20,"1",50,410,4.06039611960417e-06,"3"
"3004",1,20,"1",70,410,3.44872948269215e-06,"3"
"3005",1,20,"1",90,410,3.09975696576301e-06,"3"
"3006",1,20,"1",110,410,3.78046741742384e-06,"2"
"3007",1,20,"1",130,410,4.8293769202111e-06,"2"
"3008",1,20,"1",150,410,5.27798601781043e-06,"2"
"3009",1,20,"1",170,410,5.16691852162037e-06,"2"
"3010",1,20,"1",190,410,4.73250407897125e-06,"1"
"3011",1,20,"1",210,410,4.34939257054232e-06,"1"
"3012",1,20,"1",230,410,4.0306802531115e-06,"1"
"3013",1,20,"1",250,410,3.78475743350394e-06,"2"
"3014",1,20,"1",270,410,3.97817656888674e-06,"1"
"3015",1,20,"1",290,410,4.72530940908045e-06,"1"
"3016",1,20,"1",310,410,5.98995837741308e-06,"1"
"3017",1,20,"1",330,410,7.37425199204478e-06,"1"
"3018",1,20,"1",350,410,7.81338461504699e-06,"1"
"3019",1,20,"1",370,410,7.23310222548888e-06,"1"
"3020",1,20,"1",390,410,6.1230041256471e-06,"1"
"3021",1,20,"1",410,410,5.13793443860232e-06,"1"
"3022",1,20,"1",430,410,4.61595826769104e-06,"1"
"3023",1,20,"1",450,410,3.93476530840383e-06,"1"
"3024",1,20,"1",470,410,3.02546874148752e-06,"3"
"3025",1,20,"1",490,410,2.4898485699412e-06,"3"
"3026",1,20,"1",10,430,6.46089189140454e-06,"1"
"3027",1,20,"1",30,430,6.30692456706177e-06,"1"
"3028",1,20,"1",50,430,5.49220551397211e-06,"1"
"3029",1,20,"1",70,430,4.19789900832764e-06,"3"
"3030",1,20,"1",90,430,3.23580484541204e-06,"3"
"3031",1,20,"1",110,430,3.32118415528413e-06,"3"
"3032",1,20,"1",130,430,4.13987322793891e-06,"2"
"3033",1,20,"1",150,430,4.86164321428513e-06,"2"
"3034",1,20,"1",170,430,4.98781180394284e-06,"1"
"3035",1,20,"1",190,430,4.50244064359818e-06,"1"
"3036",1,20,"1",210,430,4.16110803840477e-06,"1"
"3037",1,20,"1",230,430,4.26241904311274e-06,"1"
"3038",1,20,"1",250,430,4.49774084017765e-06,"2"
"3039",1,20,"1",270,430,4.77757387709165e-06,"1"
"3040",1,20,"1",290,430,5.28771043736296e-06,"1"
"3041",1,20,"1",310,430,6.4663019588111e-06,"1"
"3042",1,20,"1",330,430,8.03233524884941e-06,"1"
"3043",1,20,"1",350,430,8.92958499534721e-06,"1"
"3044",1,20,"1",370,430,8.56112232859123e-06,"1"
"3045",1,20,"1",390,430,6.99514048672109e-06,"1"
"3046",1,20,"1",410,430,5.53855724028686e-06,"1"
"3047",1,20,"1",430,430,4.70495175197835e-06,"1"
"3048",1,20,"1",450,430,3.84876319664227e-06,"1"
"3049",1,20,"1",470,430,3.01301710428494e-06,"3"
"3050",1,20,"1",490,430,2.75799740437268e-06,"3"
"3051",1,20,"1",10,450,7.54411846640354e-06,"1"
"3052",1,20,"1",30,450,7.95297591635127e-06,"1"
"3053",1,20,"1",50,450,7.134920369181e-06,"1"
"3054",1,20,"1",70,450,5.25344681860391e-06,"1"
"3055",1,20,"1",90,450,3.67597378306321e-06,"3"
"3056",1,20,"1",110,450,3.2654597303555e-06,"3"
"3057",1,20,"1",130,450,3.7927531088398e-06,"2"
"3058",1,20,"1",150,450,4.41595556395776e-06,"2"
"3059",1,20,"1",170,450,4.44131765941277e-06,"2"
"3060",1,20,"1",190,450,4.07968975982909e-06,"2"
"3061",1,20,"1",210,450,3.88289064553462e-06,"2"
"3062",1,20,"1",230,450,4.06009325254845e-06,"2"
"3063",1,20,"1",250,450,4.56438966483092e-06,"2"
"3064",1,20,"1",270,450,4.97407086818763e-06,"1"
"3065",1,20,"1",290,450,5.32389708294716e-06,"1"
"3066",1,20,"1",310,450,6.50330664300689e-06,"1"
"3067",1,20,"1",330,450,8.26040709685167e-06,"1"
"3068",1,20,"1",350,450,9.42962802593816e-06,"1"
"3069",1,20,"1",370,450,9.13876164396724e-06,"1"
"3070",1,20,"1",390,450,7.32360464366359e-06,"1"
"3071",1,20,"1",410,450,5.74622926883375e-06,"1"
"3072",1,20,"1",430,450,4.7940638037799e-06,"1"
"3073",1,20,"1",450,450,3.76571070196438e-06,"3"
"3074",1,20,"1",470,450,3.03397480972739e-06,"3"
"3075",1,20,"1",490,450,3.14450122106508e-06,"3"
"3076",1,20,"1",10,470,6.81342535347464e-06,"1"
"3077",1,20,"1",30,470,8.18155137272769e-06,"1"
"3078",1,20,"1",50,470,8.11660444565037e-06,"1"
"3079",1,20,"1",70,470,6.29255981223627e-06,"1"
"3080",1,20,"1",90,470,4.30592320850604e-06,"1"
"3081",1,20,"1",110,470,3.45674948400218e-06,"2"
"3082",1,20,"1",130,470,3.75664813668293e-06,"2"
"3083",1,20,"1",150,470,4.23342588100951e-06,"2"
"3084",1,20,"1",170,470,4.17237705218734e-06,"2"
"3085",1,20,"1",190,470,4.00939505189247e-06,"2"
"3086",1,20,"1",210,470,3.88080292392648e-06,"2"
"3087",1,20,"1",230,470,3.93148057442135e-06,"2"
"3088",1,20,"1",250,470,4.67441801397174e-06,"2"
"3089",1,20,"1",270,470,5.39153352361975e-06,"1"
"3090",1,20,"1",290,470,5.59603201402074e-06,"1"
"3091",1,20,"1",310,470,6.50007591546956e-06,"1"
"3092",1,20,"1",330,470,8.23198855186647e-06,"1"
"3093",1,20,"1",350,470,9.42855809307789e-06,"1"
"3094",1,20,"1",370,470,8.80646591714338e-06,"1"
"3095",1,20,"1",390,470,6.71860559023151e-06,"1"
"3096",1,20,"1",410,470,5.43355153450886e-06,"1"
"3097",1,20,"1",430,470,4.92435585453017e-06,"1"
"3098",1,20,"1",450,470,4.07057820482479e-06,"1"
"3099",1,20,"1",470,470,3.38704537095653e-06,"3"
"3100",1,20,"1",490,470,3.58078212749467e-06,"3"
"3101",1,20,"1",10,490,5.74407966412106e-06,"1"
"3102",1,20,"1",30,490,7.74826441231152e-06,"1"
"3103",1,20,"1",50,490,8.50322191841831e-06,"1"
"3104",1,20,"1",70,490,7.23928178954391e-06,"1"
"3105",1,20,"1",90,490,5.17732333805844e-06,"1"
"3106",1,20,"1",110,490,3.89803968685537e-06,"1"
"3107",1,20,"1",130,490,3.84536156969702e-06,"2"
"3108",1,20,"1",150,490,4.12569157573476e-06,"2"
"3109",1,20,"1",170,490,4.12566939458515e-06,"2"
"3110",1,20,"1",190,490,4.14710343700162e-06,"2"
"3111",1,20,"1",210,490,3.97250941413099e-06,"2"
"3112",1,20,"1",230,490,3.9956292087178e-06,"2"
"3113",1,20,"1",250,490,5.07014096803023e-06,"1"
"3114",1,20,"1",270,490,6.12644222463384e-06,"1"
"3115",1,20,"1",290,490,6.15932928353593e-06,"1"
"3116",1,20,"1",310,490,6.6288663976444e-06,"1"
"3117",1,20,"1",330,490,8.30476882994112e-06,"1"
"3118",1,20,"1",350,490,9.52696552731526e-06,"1"
"3119",1,20,"1",370,490,8.53708771391202e-06,"1"
"3120",1,20,"1",390,490,6.22778275468529e-06,"1"
"3121",1,20,"1",410,490,5.20544352818932e-06,"1"
"3122",1,20,"1",430,490,5.06096048582435e-06,"1"
"3123",1,20,"1",450,490,4.37673861223319e-06,"1"
"3124",1,20,"1",470,490,3.66139951201318e-06,"1"
"3125",1,20,"1",490,490,3.68561406896825e-06,"1"
"3126",1,20,"2",10,10,6.09521364123394e-06,"2"
"3127",1,20,"2",30,10,6.76943083647435e-06,"2"
"3128",1,20,"2",50,10,6.96388055749489e-06,"2"
"3129",1,20,"2",70,10,6.62567106842858e-06,"2"
"3130",1,20,"2",90,10,5.78471709700368e-06,"2"
"3131",1,20,"2",110,10,4.9937928483668e-06,"2"
"3132",1,20,"2",130,10,4.31048757303902e-06,"3"
"3133",1,20,"2",150,10,3.79584263866642e-06,"3"
"3134",1,20,"2",170,10,3.09701030674881e-06,"3"
"3135",1,20,"2",190,10,2.25769974798898e-06,"3"
"3136",1,20,"2",210,10,1.96000106490544e-06,"3"
"3137",1,20,"2",230,10,2.45919031994043e-06,"3"
"3138",1,20,"2",250,10,3.34625189744331e-06,"3"
"3139",1,20,"2",270,10,3.64404466804819e-06,"3"
"3140",1,20,"2",290,10,3.17729433525003e-06,"3"
"3141",1,20,"2",310,10,2.87376097791385e-06,"3"
"3142",1,20,"2",330,10,2.86216089910535e-06,"3"
"3143",1,20,"2",350,10,2.79285682602348e-06,"3"
"3144",1,20,"2",370,10,2.89237227080843e-06,"3"
"3145",1,20,"2",390,10,3.39495548634516e-06,"3"
"3146",1,20,"2",410,10,3.76643745644179e-06,"3"
"3147",1,20,"2",430,10,3.11291550531588e-06,"3"
"3148",1,20,"2",450,10,2.31501772453044e-06,"3"
"3149",1,20,"2",470,10,2.22725646454862e-06,"3"
"3150",1,20,"2",490,10,2.44574384625827e-06,"3"
"3151",1,20,"2",10,30,6.57930961163072e-06,"2"
"3152",1,20,"2",30,30,7.11368322917636e-06,"2"
"3153",1,20,"2",50,30,7.01058033734337e-06,"2"
"3154",1,20,"2",70,30,6.30021430681075e-06,"2"
"3155",1,20,"2",90,30,5.44395799992148e-06,"2"
"3156",1,20,"2",110,30,4.74531338933252e-06,"2"
"3157",1,20,"2",130,30,4.35813001293296e-06,"3"
"3158",1,20,"2",150,30,4.31454820201223e-06,"3"
"3159",1,20,"2",170,30,3.76114235109689e-06,"3"
"3160",1,20,"2",190,30,2.69429331141776e-06,"3"
"3161",1,20,"2",210,30,2.18500753907175e-06,"3"
"3162",1,20,"2",230,30,2.64130575828725e-06,"3"
"3163",1,20,"2",250,30,3.45449906773303e-06,"3"
"3164",1,20,"2",270,30,3.73066417388188e-06,"3"
"3165",1,20,"2",290,30,3.49342124262858e-06,"3"
"3166",1,20,"2",310,30,3.25097073884266e-06,"3"
"3167",1,20,"2",330,30,3.02142447698291e-06,"3"
"3168",1,20,"2",350,30,2.84521859251777e-06,"3"
"3169",1,20,"2",370,30,3.04631496793755e-06,"3"
"3170",1,20,"2",390,30,3.45918956323271e-06,"3"
"3171",1,20,"2",410,30,3.60620868928206e-06,"3"
"3172",1,20,"2",430,30,3.13503130985124e-06,"3"
"3173",1,20,"2",450,30,2.60154550720864e-06,"3"
"3174",1,20,"2",470,30,2.42728820757763e-06,"3"
"3175",1,20,"2",490,30,2.43364111361755e-06,"3"
"3176",1,20,"2",10,50,6.5689397677452e-06,"2"
"3177",1,20,"2",30,50,6.97102291996042e-06,"2"
"3178",1,20,"2",50,50,6.77859743210964e-06,"2"
"3179",1,20,"2",70,50,5.89042163044758e-06,"2"
"3180",1,20,"2",90,50,4.99865171120504e-06,"2"
"3181",1,20,"2",110,50,4.41399303061696e-06,"3"
"3182",1,20,"2",130,50,4.36928833862766e-06,"3"
"3183",1,20,"2",150,50,4.69256376996148e-06,"2"
"3184",1,20,"2",170,50,4.35888661735073e-06,"3"
"3185",1,20,"2",190,50,3.37456902329969e-06,"3"
"3186",1,20,"2",210,50,2.82185791277665e-06,"3"
"3187",1,20,"2",230,50,3.03964812449392e-06,"3"
"3188",1,20,"2",250,50,3.50299519501462e-06,"3"
"3189",1,20,"2",270,50,3.6623303958791e-06,"3"
"3190",1,20,"2",290,50,3.72829087366059e-06,"3"
"3191",1,20,"2",310,50,3.8299325935297e-06,"3"
"3192",1,20,"2",330,50,3.63563959478755e-06,"3"
"3193",1,20,"2",350,50,3.28745203640711e-06,"3"
"3194",1,20,"2",370,50,3.30111655307909e-06,"3"
"3195",1,20,"2",390,50,3.44684107605335e-06,"3"
"3196",1,20,"2",410,50,3.40883683765758e-06,"3"
"3197",1,20,"2",430,50,3.14428142445515e-06,"3"
"3198",1,20,"2",450,50,2.80384505311036e-06,"3"
"3199",1,20,"2",470,50,2.49879169826399e-06,"3"
"3200",1,20,"2",490,50,2.33597539260719e-06,"3"
"3201",1,20,"2",10,70,6.22391185268976e-06,"2"
"3202",1,20,"2",30,70,6.44579969973304e-06,"2"
"3203",1,20,"2",50,70,6.43242228443847e-06,"2"
"3204",1,20,"2",70,70,5.84153065467442e-06,"2"
"3205",1,20,"2",90,70,5.07851451548911e-06,"2"
"3206",1,20,"2",110,70,4.5637339078294e-06,"3"
"3207",1,20,"2",130,70,4.59637979287524e-06,"2"
"3208",1,20,"2",150,70,4.84588823980588e-06,"2"
"3209",1,20,"2",170,70,4.57362369511276e-06,"2"
"3210",1,20,"2",190,70,3.97476812575634e-06,"3"
"3211",1,20,"2",210,70,3.5352132640112e-06,"3"
"3212",1,20,"2",230,70,3.31797603523673e-06,"3"
"3213",1,20,"2",250,70,3.30436566674919e-06,"3"
"3214",1,20,"2",270,70,3.2905931925473e-06,"3"
"3215",1,20,"2",290,70,3.5694067310694e-06,"3"
"3216",1,20,"2",310,70,4.15806067768733e-06,"3"
"3217",1,20,"2",330,70,4.34364953358425e-06,"3"
"3218",1,20,"2",350,70,3.88187007171634e-06,"3"
"3219",1,20,"2",370,70,3.40147845061335e-06,"3"
"3220",1,20,"2",390,70,3.15783423383797e-06,"3"
"3221",1,20,"2",410,70,2.995478278794e-06,"3"
"3222",1,20,"2",430,70,2.85485288259003e-06,"3"
"3223",1,20,"2",450,70,2.58528589637688e-06,"3"
"3224",1,20,"2",470,70,2.24095846144239e-06,"3"
"3225",1,20,"2",490,70,2.07911307412377e-06,"3"
"3226",1,20,"2",10,90,6.42599284602503e-06,"2"
"3227",1,20,"2",30,90,6.30126526592214e-06,"2"
"3228",1,20,"2",50,90,6.31536649373679e-06,"2"
"3229",1,20,"2",70,90,6.12590997390764e-06,"2"
"3230",1,20,"2",90,90,5.75833688630428e-06,"2"
"3231",1,20,"2",110,90,5.45025363902613e-06,"2"
"3232",1,20,"2",130,90,5.32376361863086e-06,"2"
"3233",1,20,"2",150,90,5.14080903875832e-06,"2"
"3234",1,20,"2",170,90,4.67629484953929e-06,"2"
"3235",1,20,"2",190,90,4.28914271569397e-06,"2"
"3236",1,20,"2",210,90,3.9214931039739e-06,"3"
"3237",1,20,"2",230,90,3.47973858386062e-06,"3"
"3238",1,20,"2",250,90,3.26276263389568e-06,"3"
"3239",1,20,"2",270,90,3.24750084938282e-06,"3"
"3240",1,20,"2",290,90,3.67587530533229e-06,"3"
"3241",1,20,"2",310,90,4.53040372678963e-06,"2"
"3242",1,20,"2",330,90,4.98886592972859e-06,"2"
"3243",1,20,"2",350,90,4.33136934158124e-06,"3"
"3244",1,20,"2",370,90,3.2726539736836e-06,"3"
"3245",1,20,"2",390,90,2.67222768680185e-06,"3"
"3246",1,20,"2",410,90,2.37099297871859e-06,"3"
"3247",1,20,"2",430,90,2.2105433170641e-06,"3"
"3248",1,20,"2",450,90,2.03578866851528e-06,"3"
"3249",1,20,"2",470,90,1.80787221160047e-06,"3"
"3250",1,20,"2",490,90,1.69074664724476e-06,"3"
"3251",1,20,"2",10,110,6.94207272822947e-06,"2"
"3252",1,20,"2",30,110,6.37594621460539e-06,"2"
"3253",1,20,"2",50,110,6.13959192251707e-06,"2"
"3254",1,20,"2",70,110,6.10090183251965e-06,"2"
"3255",1,20,"2",90,110,6.12472698402239e-06,"2"
"3256",1,20,"2",110,110,6.22063913287033e-06,"2"
"3257",1,20,"2",130,110,5.97143701957111e-06,"2"
"3258",1,20,"2",150,110,5.46358637067847e-06,"2"
"3259",1,20,"2",170,110,5.09742551079164e-06,"2"
"3260",1,20,"2",190,110,5.01462449274008e-06,"2"
"3261",1,20,"2",210,110,4.7432097048083e-06,"2"
"3262",1,20,"2",230,110,4.14061865366748e-06,"3"
"3263",1,20,"2",250,110,3.7274032214205e-06,"3"
"3264",1,20,"2",270,110,3.76672730970009e-06,"3"
"3265",1,20,"2",290,110,4.2813864871559e-06,"2"
"3266",1,20,"2",310,110,5.08596066476005e-06,"2"
"3267",1,20,"2",330,110,5.51439966001042e-06,"2"
"3268",1,20,"2",350,110,4.74420208378482e-06,"2"
"3269",1,20,"2",370,110,3.31897638198073e-06,"3"
"3270",1,20,"2",390,110,2.35774480198861e-06,"3"
"3271",1,20,"2",410,110,1.88950342282699e-06,"3"
"3272",1,20,"2",430,110,1.6805577436432e-06,"3"
"3273",1,20,"2",450,110,1.58426215336217e-06,"3"
"3274",1,20,"2",470,110,1.50722290775788e-06,"3"
"3275",1,20,"2",490,110,1.4915412564239e-06,"3"
"3276",1,20,"2",10,130,7.03372185724411e-06,"2"
"3277",1,20,"2",30,130,6.1172680228259e-06,"2"
"3278",1,20,"2",50,130,5.81363130564753e-06,"2"
"3279",1,20,"2",70,130,6.14649636763908e-06,"2"
"3280",1,20,"2",90,130,6.51064970291203e-06,"2"
"3281",1,20,"2",110,130,6.57648349799953e-06,"2"
"3282",1,20,"2",130,130,5.98244620520977e-06,"2"
"3283",1,20,"2",150,130,5.47881856470333e-06,"2"
"3284",1,20,"2",170,130,5.74349166194858e-06,"2"
"3285",1,20,"2",190,130,6.22681651137154e-06,"2"
"3286",1,20,"2",210,130,6.15516361751606e-06,"2"
"3287",1,20,"2",230,130,5.29193461892576e-06,"2"
"3288",1,20,"2",250,130,4.44568622788779e-06,"3"
"3289",1,20,"2",270,130,4.2131615784478e-06,"3"
"3290",1,20,"2",290,130,4.58940686197916e-06,"2"
"3291",1,20,"2",310,130,5.24282548649843e-06,"2"
"3292",1,20,"2",330,130,5.49389575040716e-06,"2"
"3293",1,20,"2",350,130,4.80929930091578e-06,"2"
"3294",1,20,"2",370,130,3.46110142483792e-06,"3"
"3295",1,20,"2",390,130,2.30595141216789e-06,"3"
"3296",1,20,"2",410,130,1.70845073443702e-06,"3"
"3297",1,20,"2",430,130,1.50088362684344e-06,"3"
"3298",1,20,"2",450,130,1.42770493854985e-06,"3"
"3299",1,20,"2",470,130,1.43718138380376e-06,"3"
"3300",1,20,"2",490,130,1.57854502775358e-06,"3"
"3301",1,20,"2",10,150,6.60704420828579e-06,"2"
"3302",1,20,"2",30,150,5.84119757926014e-06,"2"
"3303",1,20,"2",50,150,5.78589574386966e-06,"2"
"3304",1,20,"2",70,150,6.49304646915677e-06,"2"
"3305",1,20,"2",90,150,7.06452043846654e-06,"2"
"3306",1,20,"2",110,150,6.77369276695078e-06,"2"
"3307",1,20,"2",130,150,5.70715149063027e-06,"2"
"3308",1,20,"2",150,150,5.21944599225854e-06,"2"
"3309",1,20,"2",170,150,5.91083848467755e-06,"2"
"3310",1,20,"2",190,150,6.66007696295029e-06,"2"
"3311",1,20,"2",210,150,6.76063121482799e-06,"2"
"3312",1,20,"2",230,150,5.91134840151568e-06,"2"
"3313",1,20,"2",250,150,4.86238803242747e-06,"2"
"3314",1,20,"2",270,150,4.24712844181846e-06,"3"
"3315",1,20,"2",290,150,4.21173799511601e-06,"3"
"3316",1,20,"2",310,150,4.51087954777093e-06,"2"
"3317",1,20,"2",330,150,4.50290414392939e-06,"2"
"3318",1,20,"2",350,150,4.04679986311396e-06,"3"
"3319",1,20,"2",370,150,3.2147786817032e-06,"3"
"3320",1,20,"2",390,150,2.25672488799721e-06,"3"
"3321",1,20,"2",410,150,1.67754725908856e-06,"3"
"3322",1,20,"2",430,150,1.51586385888643e-06,"3"
"3323",1,20,"2",450,150,1.47733032086723e-06,"3"
"3324",1,20,"2",470,150,1.49975079151258e-06,"3"
"3325",1,20,"2",490,150,1.68992527836598e-06,"3"
"3326",1,20,"2",10,170,6.00585024978188e-06,"2"
"3327",1,20,"2",30,170,5.89411861680943e-06,"2"
"3328",1,20,"2",50,170,6.21782238631044e-06,"2"
"3329",1,20,"2",70,170,6.67574150442754e-06,"2"
"3330",1,20,"2",90,170,6.85803145693863e-06,"2"
"3331",1,20,"2",110,170,6.3088868919208e-06,"2"
"3332",1,20,"2",130,170,5.25163771388621e-06,"2"
"3333",1,20,"2",150,170,4.97165419148653e-06,"3"
"3334",1,20,"2",170,170,5.71832480482653e-06,"2"
"3335",1,20,"2",190,170,6.16074824640534e-06,"2"
"3336",1,20,"2",210,170,6.01171604819399e-06,"2"
"3337",1,20,"2",230,170,5.48074708889633e-06,"2"
"3338",1,20,"2",250,170,4.87297168145663e-06,"2"
"3339",1,20,"2",270,170,4.14775007729147e-06,"3"
"3340",1,20,"2",290,170,3.60767381553201e-06,"3"
"3341",1,20,"2",310,170,3.48746361573382e-06,"3"
"3342",1,20,"2",330,170,3.37122984573345e-06,"3"
"3343",1,20,"2",350,170,3.11898875655163e-06,"3"
"3344",1,20,"2",370,170,2.65207023606161e-06,"3"
"3345",1,20,"2",390,170,2.01943520511538e-06,"3"
"3346",1,20,"2",410,170,1.64621419606232e-06,"3"
"3347",1,20,"2",430,170,1.61369272240984e-06,"3"
"3348",1,20,"2",450,170,1.64311599659402e-06,"3"
"3349",1,20,"2",470,170,1.61075051343893e-06,"3"
"3350",1,20,"2",490,170,1.67489312099321e-06,"3"
"3351",1,20,"2",10,190,5.73948408376588e-06,"2"
"3352",1,20,"2",30,190,6.31060970780675e-06,"2"
"3353",1,20,"2",50,190,7.06779639934991e-06,"2"
"3354",1,20,"2",70,190,7.00150267411959e-06,"2"
"3355",1,20,"2",90,190,6.30964706777733e-06,"2"
"3356",1,20,"2",110,190,5.44427811952029e-06,"2"
"3357",1,20,"2",130,190,4.71303595828045e-06,"1"
"3358",1,20,"2",150,190,4.8614193998635e-06,"1"
"3359",1,20,"2",170,190,5.67591127261483e-06,"2"
"3360",1,20,"2",190,190,5.97185342809496e-06,"2"
"3361",1,20,"2",210,190,5.59650216532046e-06,"2"
"3362",1,20,"2",230,190,5.24555559910024e-06,"2"
"3363",1,20,"2",250,190,5.01709451512629e-06,"2"
"3364",1,20,"2",270,190,4.16449677126871e-06,"3"
"3365",1,20,"2",290,190,3.18835318152108e-06,"3"
"3366",1,20,"2",310,190,2.78067418246599e-06,"3"
"3367",1,20,"2",330,190,2.7120017051374e-06,"3"
"3368",1,20,"2",350,190,2.60820546432473e-06,"3"
"3369",1,20,"2",370,190,2.29681009669559e-06,"3"
"3370",1,20,"2",390,190,1.94815267534212e-06,"3"
"3371",1,20,"2",410,190,1.85563618948753e-06,"3"
"3372",1,20,"2",430,190,1.95488996839296e-06,"3"
"3373",1,20,"2",450,190,1.95408709460936e-06,"3"
"3374",1,20,"2",470,190,1.83868070132001e-06,"3"
"3375",1,20,"2",490,190,1.75788303996207e-06,"3"
"3376",1,20,"2",10,210,5.03158888223337e-06,"2"
"3377",1,20,"2",30,210,6.08206619516193e-06,"2"
"3378",1,20,"2",50,210,7.30768345913202e-06,"2"
"3379",1,20,"2",70,210,7.26946002980319e-06,"2"
"3380",1,20,"2",90,210,6.06066347688184e-06,"2"
"3381",1,20,"2",110,210,4.78455254637417e-06,"1"
"3382",1,20,"2",130,210,4.19909613620821e-06,"1"
"3383",1,20,"2",150,210,4.59268025332392e-06,"1"
"3384",1,20,"2",170,210,5.40406040932698e-06,"1"
"3385",1,20,"2",190,210,5.98679872613416e-06,"2"
"3386",1,20,"2",210,210,5.90719759259347e-06,"2"
"3387",1,20,"2",230,210,5.43149229563437e-06,"2"
"3388",1,20,"2",250,210,4.85124870277501e-06,"2"
"3389",1,20,"2",270,210,3.81082683464463e-06,"3"
"3390",1,20,"2",290,210,2.9012088691707e-06,"3"
"3391",1,20,"2",310,210,2.52961143481328e-06,"3"
"3392",1,20,"2",330,210,2.39224662351847e-06,"3"
"3393",1,20,"2",350,210,2.19722231830297e-06,"3"
"3394",1,20,"2",370,210,1.94851434466292e-06,"3"
"3395",1,20,"2",390,210,1.888646293866e-06,"3"
"3396",1,20,"2",410,210,2.16730741762753e-06,"3"
"3397",1,20,"2",430,210,2.48961040191093e-06,"3"
"3398",1,20,"2",450,210,2.43108981499986e-06,"3"
"3399",1,20,"2",470,210,2.18740228229039e-06,"3"
"3400",1,20,"2",490,210,1.93982228121177e-06,"3"
"3401",1,20,"2",10,230,3.81488637041315e-06,"1"
"3402",1,20,"2",30,230,4.82059216969196e-06,"1"
"3403",1,20,"2",50,230,5.99292503839431e-06,"2"
"3404",1,20,"2",70,230,6.27462173575664e-06,"2"
"3405",1,20,"2",90,230,5.4540210980766e-06,"2"
"3406",1,20,"2",110,230,4.37721767787108e-06,"1"
"3407",1,20,"2",130,230,3.99241559232603e-06,"1"
"3408",1,20,"2",150,230,4.43500468471452e-06,"1"
"3409",1,20,"2",170,230,5.05112500539443e-06,"1"
"3410",1,20,"2",190,230,5.58088076713387e-06,"2"
"3411",1,20,"2",210,230,5.54786972873428e-06,"2"
"3412",1,20,"2",230,230,4.84885484953597e-06,"2"
"3413",1,20,"2",250,230,4.03750879659463e-06,"3"
"3414",1,20,"2",270,230,3.24831216481801e-06,"3"
"3415",1,20,"2",290,230,2.79794787550947e-06,"3"
"3416",1,20,"2",310,230,2.69156334310301e-06,"3"
"3417",1,20,"2",330,230,2.44838351741483e-06,"3"
"3418",1,20,"2",350,230,1.99105791491497e-06,"3"
"3419",1,20,"2",370,230,1.68586131960259e-06,"3"
"3420",1,20,"2",390,230,1.72739780189063e-06,"3"
"3421",1,20,"2",410,230,2.12704455475854e-06,"3"
"3422",1,20,"2",430,230,2.53501147593686e-06,"3"
"3423",1,20,"2",450,230,2.54759180986491e-06,"3"
"3424",1,20,"2",470,230,2.45083814659286e-06,"3"
"3425",1,20,"2",490,230,2.32837558252967e-06,"3"
"3426",1,20,"2",10,250,3.49114387275096e-06,"1"
"3427",1,20,"2",30,250,3.94692763883014e-06,"1"
"3428",1,20,"2",50,250,4.46066244157578e-06,"1"
"3429",1,20,"2",70,250,4.66387490088918e-06,"1"
"3430",1,20,"2",90,250,4.47243987340961e-06,"1"
"3431",1,20,"2",110,250,4.08804793131032e-06,"1"
"3432",1,20,"2",130,250,3.96085841129893e-06,"1"
"3433",1,20,"2",150,250,4.17235228473311e-06,"1"
"3434",1,20,"2",170,250,4.36610619150185e-06,"1"
"3435",1,20,"2",190,250,4.48251592533336e-06,"2"
"3436",1,20,"2",210,250,4.41888233073894e-06,"1"
"3437",1,20,"2",230,250,4.01100807175859e-06,"1"
"3438",1,20,"2",250,250,3.54146540248065e-06,"1"
"3439",1,20,"2",270,250,3.06675497923995e-06,"1"
"3440",1,20,"2",290,250,2.85539995697914e-06,"1"
"3441",1,20,"2",310,250,2.97745090975212e-06,"1"
"3442",1,20,"2",330,250,2.80656924800495e-06,"1"
"3443",1,20,"2",350,250,2.21621415984294e-06,"3"
"3444",1,20,"2",370,250,1.80992754291502e-06,"3"
"3445",1,20,"2",390,250,1.78378984931046e-06,"3"
"3446",1,20,"2",410,250,1.97186532773446e-06,"3"
"3447",1,20,"2",430,250,2.13364169584891e-06,"3"
"3448",1,20,"2",450,250,2.26026109367031e-06,"3"
"3449",1,20,"2",470,250,2.55926921347425e-06,"3"
"3450",1,20,"2",490,250,2.83512023604369e-06,"3"
