"","census","d_cutoff","group","x","y","density","soiltype"
"1515",1,10,"3",290,210,3.596555929044e-06,"4"
"1516",1,10,"3",310,210,3.18848924669238e-06,"2"
"1517",1,10,"3",330,210,2.85885575446687e-06,"2"
"1518",1,10,"3",350,210,2.52063859799594e-06,"2"
"1519",1,10,"3",370,210,2.1935492896058e-06,"2"
"1520",1,10,"3",390,210,2.07087035736883e-06,"4"
"1521",1,10,"3",410,210,2.29352573479525e-06,"4"
"1522",1,10,"3",430,210,2.6803672030442e-06,"4"
"1523",1,10,"3",450,210,2.70205336794732e-06,"2"
"1524",1,10,"3",470,210,2.38493887287925e-06,"2"
"1525",1,10,"3",490,210,2.0558905427903e-06,"2"
"1526",1,10,"3",10,230,4.09266683776307e-06,"4"
"1527",1,10,"3",30,230,4.71479123686331e-06,"4"
"1528",1,10,"3",50,230,5.61897850951346e-06,"3"
"1529",1,10,"3",70,230,6.00088439069696e-06,"3"
"1530",1,10,"3",90,230,5.549896592624e-06,"3"
"1531",1,10,"3",110,230,4.92822534046966e-06,"3"
"1532",1,10,"3",130,230,4.77718371341787e-06,"3"
"1533",1,10,"3",150,230,5.01307114011569e-06,"3"
"1534",1,10,"3",170,230,5.23821899637168e-06,"3"
"1535",1,10,"3",190,230,5.48885513018171e-06,"3"
"1536",1,10,"3",210,230,5.59301596975504e-06,"3"
"1537",1,10,"3",230,230,5.10873503805487e-06,"3"
"1538",1,10,"3",250,230,4.25173020153257e-06,"4"
"1539",1,10,"3",270,230,3.61493314424913e-06,"4"
"1540",1,10,"3",290,230,3.34913830035647e-06,"4"
"1541",1,10,"3",310,230,3.19986196387954e-06,"4"
"1542",1,10,"3",330,230,2.86954623716702e-06,"2"
"1543",1,10,"3",350,230,2.37965884794402e-06,"2"
"1544",1,10,"3",370,230,2.06731639812452e-06,"2"
"1545",1,10,"3",390,230,2.12523183375649e-06,"4"
"1546",1,10,"3",410,230,2.49717614735375e-06,"4"
"1547",1,10,"3",430,230,2.93925240582852e-06,"4"
"1548",1,10,"3",450,230,2.99756935222244e-06,"4"
"1549",1,10,"3",470,230,2.77118207148322e-06,"2"
"1550",1,10,"3",490,230,2.49055875421348e-06,"2"
"1551",1,10,"3",10,250,4.08163542946412e-06,"4"
"1552",1,10,"3",30,250,4.20356887555064e-06,"4"
"1553",1,10,"3",50,250,4.55208242000133e-06,"4"
"1554",1,10,"3",70,250,4.83538489877589e-06,"4"
"1555",1,10,"3",90,250,4.77297013323303e-06,"4"
"1556",1,10,"3",110,250,4.55947625083558e-06,"4"
"1557",1,10,"3",130,250,4.49802833756544e-06,"4"
"1558",1,10,"3",150,250,4.56268584841179e-06,"4"
"1559",1,10,"3",170,250,4.57675154724635e-06,"3"
"1560",1,10,"3",190,250,4.59055977090865e-06,"3"
"1561",1,10,"3",210,250,4.64715403776099e-06,"4"
"1562",1,10,"3",230,250,4.36771253924088e-06,"4"
"1563",1,10,"3",250,250,3.84671532745287e-06,"4"
"1564",1,10,"3",270,250,3.50669195406973e-06,"4"
"1565",1,10,"3",290,250,3.38680850234613e-06,"4"
"1566",1,10,"3",310,250,3.3527905098948e-06,"4"
"1567",1,10,"3",330,250,3.1160276224503e-06,"4"
"1568",1,10,"3",350,250,2.59808287736676e-06,"4"
"1569",1,10,"3",370,250,2.28198779650628e-06,"2"
"1570",1,10,"3",390,250,2.31712438754547e-06,"4"
"1571",1,10,"3",410,250,2.48068437267471e-06,"4"
"1572",1,10,"3",430,250,2.66001727303078e-06,"4"
"1573",1,10,"3",450,250,2.79495641693751e-06,"4"
"1574",1,10,"3",470,250,2.94754392003613e-06,"2"
"1575",1,10,"3",490,250,3.04687367339192e-06,"2"
"1576",1,10,"3",10,270,4.74646028745149e-06,"4"
"1577",1,10,"3",30,270,4.5189027687267e-06,"4"
"1578",1,10,"3",50,270,4.34364316071994e-06,"4"
"1579",1,10,"3",70,270,4.40382854154113e-06,"4"
"1580",1,10,"3",90,270,4.67995353129107e-06,"4"
"1581",1,10,"3",110,270,4.68404316627232e-06,"4"
"1582",1,10,"3",130,270,4.36525801995183e-06,"4"
"1583",1,10,"3",150,270,4.11788345286353e-06,"4"
"1584",1,10,"3",170,270,4.00936473028682e-06,"4"
"1585",1,10,"3",190,270,3.9428974402936e-06,"4"
"1586",1,10,"3",210,270,4.06820865615655e-06,"4"
"1587",1,10,"3",230,270,4.11757009847651e-06,"4"
"1588",1,10,"3",250,270,3.91279645049777e-06,"4"
"1589",1,10,"3",270,270,3.75421581800619e-06,"4"
"1590",1,10,"3",290,270,3.69126463210532e-06,"4"
"1591",1,10,"3",310,270,3.6125132949698e-06,"4"
"1592",1,10,"3",330,270,3.38248196385141e-06,"4"
"1593",1,10,"3",350,270,2.90825782665502e-06,"4"
"1594",1,10,"3",370,270,2.61242922339907e-06,"4"
"1595",1,10,"3",390,270,2.61436706804583e-06,"4"
"1596",1,10,"3",410,270,2.58597725994468e-06,"4"
"1597",1,10,"3",430,270,2.47266361292363e-06,"4"
"1598",1,10,"3",450,270,2.54194566810612e-06,"4"
"1599",1,10,"3",470,270,2.91123251451041e-06,"4"
"1600",1,10,"3",490,270,3.31099777971688e-06,"4"
"1601",1,10,"3",10,290,4.98478266117112e-06,"3"
"1602",1,10,"3",30,290,4.92999505994608e-06,"3"
"1603",1,10,"3",50,290,4.81971327433249e-06,"4"
"1604",1,10,"3",70,290,5.04765871411431e-06,"4"
"1605",1,10,"3",90,290,5.69555440694925e-06,"3"
"1606",1,10,"3",110,290,5.61420283153927e-06,"4"
"1607",1,10,"3",130,290,4.70753653338725e-06,"4"
"1608",1,10,"3",150,290,4.02127024582394e-06,"4"
"1609",1,10,"3",170,290,3.965492662943e-06,"4"
"1610",1,10,"3",190,290,4.20474188703586e-06,"4"
"1611",1,10,"3",210,290,4.41427902715661e-06,"4"
"1612",1,10,"3",230,290,4.35356799270525e-06,"4"
"1613",1,10,"3",250,290,4.02397189440152e-06,"4"
"1614",1,10,"3",270,290,3.86597261037178e-06,"4"
"1615",1,10,"3",290,290,3.91008720871252e-06,"4"
"1616",1,10,"3",310,290,3.89889619645224e-06,"4"
"1617",1,10,"3",330,290,3.68090907595431e-06,"4"
"1618",1,10,"3",350,290,3.35043308590542e-06,"4"
"1619",1,10,"3",370,290,3.10835302481363e-06,"4"
"1620",1,10,"3",390,290,2.93340141226555e-06,"4"
"1621",1,10,"3",410,290,2.7680464839847e-06,"4"
"1622",1,10,"3",430,290,2.62689819424973e-06,"2"
"1623",1,10,"3",450,290,2.67647404290493e-06,"2"
"1624",1,10,"3",470,290,3.0438670778083e-06,"4"
"1625",1,10,"3",490,290,3.45197208694729e-06,"4"
"1626",1,10,"3",10,310,4.571397128478e-06,"1"
"1627",1,10,"3",30,310,4.7267782144707e-06,"3"
"1628",1,10,"3",50,310,4.85600502802624e-06,"3"
"1629",1,10,"3",70,310,5.35769571195013e-06,"3"
"1630",1,10,"3",90,310,6.21785863801685e-06,"3"
"1631",1,10,"3",110,310,6.1673037980136e-06,"3"
"1632",1,10,"3",130,310,5.09676133176997e-06,"3"
"1633",1,10,"3",150,310,4.17016738068913e-06,"4"
"1634",1,10,"3",170,310,4.16584215605286e-06,"4"
"1635",1,10,"3",190,310,4.77756810378178e-06,"4"
"1636",1,10,"3",210,310,5.06850165229994e-06,"4"
"1637",1,10,"3",230,310,4.66129475363787e-06,"4"
"1638",1,10,"3",250,310,4.08008789084152e-06,"4"
"1639",1,10,"3",270,310,3.79725709160576e-06,"4"
"1640",1,10,"3",290,310,3.69177833223014e-06,"4"
"1641",1,10,"3",310,310,3.72345396190248e-06,"4"
"1642",1,10,"3",330,310,3.78913662000508e-06,"4"
"1643",1,10,"3",350,310,3.91686965598365e-06,"4"
"1644",1,10,"3",370,310,3.77796245531432e-06,"4"
"1645",1,10,"3",390,310,3.22434715217356e-06,"4"
"1646",1,10,"3",410,310,2.89580757492093e-06,"4"
"1647",1,10,"3",430,310,2.97850714817774e-06,"2"
"1648",1,10,"3",450,310,3.18180885237368e-06,"2"
"1649",1,10,"3",470,310,3.49313514891165e-06,"4"
"1650",1,10,"3",490,310,3.7810279343577e-06,"4"
"1651",1,10,"3",10,330,4.11619593538098e-06,"1"
"1652",1,10,"3",30,330,4.34535265128422e-06,"1"
"1653",1,10,"3",50,330,4.57389641812174e-06,"3"
"1654",1,10,"3",70,330,4.99777131248286e-06,"3"
"1655",1,10,"3",90,330,5.61662415335878e-06,"3"
"1656",1,10,"3",110,330,5.57957303421309e-06,"3"
"1657",1,10,"3",130,330,4.80617549068963e-06,"3"
"1658",1,10,"3",150,330,4.11519062392131e-06,"2"
"1659",1,10,"3",170,330,4.25360905617842e-06,"4"
"1660",1,10,"3",190,330,4.95847495199537e-06,"4"
"1661",1,10,"3",210,330,5.19112666562515e-06,"4"
"1662",1,10,"3",230,330,4.62847564208463e-06,"4"
"1663",1,10,"3",250,330,3.98344611523242e-06,"4"
"1664",1,10,"3",270,330,3.62348850688173e-06,"4"
"1665",1,10,"3",290,330,3.32912786145561e-06,"4"
"1666",1,10,"3",310,330,3.34504018774845e-06,"4"
"1667",1,10,"3",330,330,3.78796427671917e-06,"4"
"1668",1,10,"3",350,330,4.42869199642576e-06,"4"
"1669",1,10,"3",370,330,4.40591550495469e-06,"4"
"1670",1,10,"3",390,330,3.60070031955539e-06,"4"
"1671",1,10,"3",410,330,3.12199633953411e-06,"4"
"1672",1,10,"3",430,330,3.32021082742762e-06,"4"
"1673",1,10,"3",450,330,3.64743850030294e-06,"2"
"1674",1,10,"3",470,330,3.87996763308443e-06,"2"
"1675",1,10,"3",490,330,4.01448624777363e-06,"4"
"1676",1,10,"3",10,350,3.81867219592287e-06,"1"
"1677",1,10,"3",30,350,4.18511416161118e-06,"1"
"1678",1,10,"3",50,350,4.55919849223423e-06,"1"
"1679",1,10,"3",70,350,4.80179682779747e-06,"1"
"1680",1,10,"3",90,350,5.0156716698004e-06,"3"
"1681",1,10,"3",110,350,4.9069089758958e-06,"3"
"1682",1,10,"3",130,350,4.49796210867371e-06,"3"
"1683",1,10,"3",150,350,4.15421986892976e-06,"2"
"1684",1,10,"3",170,350,4.33931360966701e-06,"3"
"1685",1,10,"3",190,350,4.91989642786956e-06,"3"
"1686",1,10,"3",210,350,5.0620683099923e-06,"3"
"1687",1,10,"3",230,350,4.50925537788273e-06,"3"
"1688",1,10,"3",250,350,3.83928267514948e-06,"3"
"1689",1,10,"3",270,350,3.38203948462343e-06,"2"
"1690",1,10,"3",290,350,3.13741857075919e-06,"2"
"1691",1,10,"3",310,350,3.40312280445984e-06,"2"
"1692",1,10,"3",330,350,4.16574680067944e-06,"4"
"1693",1,10,"3",350,350,4.97511670629685e-06,"3"
"1694",1,10,"3",370,350,4.98976123514665e-06,"3"
"1695",1,10,"3",390,350,4.15220223818517e-06,"3"
"1696",1,10,"3",410,350,3.46288954701934e-06,"4"
"1697",1,10,"3",430,350,3.41849949262824e-06,"4"
"1698",1,10,"3",450,350,3.62189111325079e-06,"2"
"1699",1,10,"3",470,350,3.69260959408248e-06,"2"
"1700",1,10,"3",490,350,3.63073145100342e-06,"2"
"1701",1,10,"3",10,370,3.40088402324189e-06,"1"
"1702",1,10,"3",30,370,3.88757342260959e-06,"1"
"1703",1,10,"3",50,370,4.44617714388121e-06,"3"
"1704",1,10,"3",70,370,4.68460625398397e-06,"3"
"1705",1,10,"3",90,370,4.66249280037613e-06,"3"
"1706",1,10,"3",110,370,4.55651287007547e-06,"3"
"1707",1,10,"3",130,370,4.52558400049098e-06,"1"
"1708",1,10,"3",150,370,4.46651608772729e-06,"3"
"1709",1,10,"3",170,370,4.56051613659158e-06,"3"
"1710",1,10,"3",190,370,4.91640119981526e-06,"3"
"1711",1,10,"3",210,370,4.90777176160554e-06,"3"
"1712",1,10,"3",230,370,4.34783820253907e-06,"3"
"1713",1,10,"3",250,370,3.70332648757886e-06,"2"
"1714",1,10,"3",270,370,3.22801909308442e-06,"2"
"1715",1,10,"3",290,370,3.18690638568764e-06,"2"
"1716",1,10,"3",310,370,3.80936631017027e-06,"2"
"1717",1,10,"3",330,370,4.78854095855216e-06,"3"
"1718",1,10,"3",350,370,5.5307737672774e-06,"3"
"1719",1,10,"3",370,370,5.4698290008481e-06,"1"
"1720",1,10,"3",390,370,4.63943668058059e-06,"1"
"1721",1,10,"3",410,370,3.77788695210207e-06,"4"
"1722",1,10,"3",430,370,3.3792081007386e-06,"4"
"1723",1,10,"3",450,370,3.26268464219656e-06,"2"
"1724",1,10,"3",470,370,3.16813633577064e-06,"2"
"1725",1,10,"3",490,370,3.06074272098304e-06,"2"
"1726",1,10,"3",10,390,3.0828106762589e-06,"2"
"1727",1,10,"3",30,390,3.4276434775578e-06,"2"
"1728",1,10,"3",50,390,3.9047254130883e-06,"2"
"1729",1,10,"3",70,390,4.08995335537155e-06,"2"
"1730",1,10,"3",90,390,3.98791384883204e-06,"2"
"1731",1,10,"3",110,390,4.10677502005825e-06,"1"
"1732",1,10,"3",130,390,4.67862492483516e-06,"1"
"1733",1,10,"3",150,390,5.02228064663663e-06,"1"
"1734",1,10,"3",170,390,4.90716049811658e-06,"3"
"1735",1,10,"3",190,390,4.81976568844467e-06,"3"
"1736",1,10,"3",210,390,4.54751837184788e-06,"3"
"1737",1,10,"3",230,390,4.10138469193237e-06,"3"
"1738",1,10,"3",250,390,3.81318551614049e-06,"3"
"1739",1,10,"3",270,390,3.61189794317562e-06,"2"
"1740",1,10,"3",290,390,3.68672952117299e-06,"2"
"1741",1,10,"3",310,390,4.33106185733968e-06,"3"
"1742",1,10,"3",330,390,5.21202189740757e-06,"3"
"1743",1,10,"3",350,390,5.75948063634776e-06,"1"
"1744",1,10,"3",370,390,5.55259658047653e-06,"1"
"1745",1,10,"3",390,390,4.74016020979216e-06,"1"
"1746",1,10,"3",410,390,3.94522045243593e-06,"1"
"1747",1,10,"3",430,390,3.50530615693995e-06,"3"
"1748",1,10,"3",450,390,3.21642149175211e-06,"2"
"1749",1,10,"3",470,390,2.98617620572993e-06,"2"
"1750",1,10,"3",490,390,2.87328591788127e-06,"2"
"1751",1,10,"3",10,410,3.56727264122358e-06,"2"
"1752",1,10,"3",30,410,3.62473403514527e-06,"2"
"1753",1,10,"3",50,410,3.72753329420374e-06,"2"
"1754",1,10,"3",70,410,3.60858553239855e-06,"2"
"1755",1,10,"3",90,410,3.39152335017775e-06,"2"
"1756",1,10,"3",110,410,3.7100624162052e-06,"1"
"1757",1,10,"3",130,410,4.69795469159646e-06,"1"
"1758",1,10,"3",150,410,5.28737311183517e-06,"1"
"1759",1,10,"3",170,410,4.94298938484519e-06,"1"
"1760",1,10,"3",190,410,4.51540411040551e-06,"3"
"1761",1,10,"3",210,410,4.2475733472379e-06,"3"
"1762",1,10,"3",230,410,4.11545781585146e-06,"3"
"1763",1,10,"3",250,410,4.19839291393493e-06,"3"
"1764",1,10,"3",270,410,4.157772215091e-06,"1"
"1765",1,10,"3",290,410,4.14346024430856e-06,"1"
"1766",1,10,"3",310,410,4.65419296072758e-06,"1"
"1767",1,10,"3",330,410,5.327236148889e-06,"1"
"1768",1,10,"3",350,410,5.64254744168511e-06,"1"
"1769",1,10,"3",370,410,5.33418348967623e-06,"1"
"1770",1,10,"3",390,410,4.59868435633029e-06,"1"
"1771",1,10,"3",410,410,3.988725133359e-06,"1"
"1772",1,10,"3",430,410,3.72931922049822e-06,"3"
"1773",1,10,"3",450,410,3.45052200728539e-06,"2"
"1774",1,10,"3",470,410,3.12087294477733e-06,"2"
"1775",1,10,"3",490,410,2.99852753281544e-06,"2"
"1776",1,10,"3",10,430,4.59286913357885e-06,"3"
"1777",1,10,"3",30,430,4.55910894721596e-06,"3"
"1778",1,10,"3",50,430,4.41685379794814e-06,"3"
"1779",1,10,"3",70,430,3.97351859405757e-06,"2"
"1780",1,10,"3",90,430,3.50182006398843e-06,"2"
"1781",1,10,"3",110,430,3.62929045847464e-06,"1"
"1782",1,10,"3",130,430,4.41034099689788e-06,"1"
"1783",1,10,"3",150,430,4.88176392599768e-06,"1"
"1784",1,10,"3",170,430,4.6021579612178e-06,"1"
"1785",1,10,"3",190,430,4.32247841215343e-06,"3"
"1786",1,10,"3",210,430,4.2905024807767e-06,"3"
"1787",1,10,"3",230,430,4.42992448429593e-06,"3"
"1788",1,10,"3",250,430,4.66463364663997e-06,"3"
"1789",1,10,"3",270,430,4.55494314992567e-06,"1"
"1790",1,10,"3",290,430,4.39238066534001e-06,"1"
"1791",1,10,"3",310,430,4.77741970968344e-06,"1"
"1792",1,10,"3",330,430,5.2869234427169e-06,"1"
"1793",1,10,"3",350,430,5.47960582861416e-06,"4"
"1794",1,10,"3",370,430,5.19084128842938e-06,"4"
"1795",1,10,"3",390,430,4.5562032593252e-06,"1"
"1796",1,10,"3",410,430,4.02861555823103e-06,"1"
"1797",1,10,"3",430,430,3.74534472288482e-06,"3"
"1798",1,10,"3",450,430,3.38751974941877e-06,"2"
"1799",1,10,"3",470,430,3.07234797698397e-06,"2"
"1800",1,10,"3",490,430,3.10278588216075e-06,"2"
"1801",1,10,"3",10,450,4.7946311745778e-06,"4"
"1802",1,10,"3",30,450,4.91460202748509e-06,"4"
"1803",1,10,"3",50,450,4.90502353268484e-06,"4"
"1804",1,10,"3",70,450,4.45679870588574e-06,"3"
"1805",1,10,"3",90,450,3.8712369350506e-06,"2"
"1806",1,10,"3",110,450,3.76643688305236e-06,"2"
"1807",1,10,"3",130,450,4.2499781984349e-06,"1"
"1808",1,10,"3",150,450,4.61132455715765e-06,"1"
"1809",1,10,"3",170,450,4.55200301042744e-06,"3"
"1810",1,10,"3",190,450,4.52122260249161e-06,"3"
"1811",1,10,"3",210,450,4.51610237548627e-06,"3"
"1812",1,10,"3",230,450,4.63590560255918e-06,"3"
"1813",1,10,"3",250,450,4.89948138433615e-06,"3"
"1814",1,10,"3",270,450,4.74474718971881e-06,"3"
"1815",1,10,"3",290,450,4.47755367636837e-06,"3"
"1816",1,10,"3",310,450,4.74166495068306e-06,"3"
"1817",1,10,"3",330,450,5.23346102867959e-06,"4"
"1818",1,10,"3",350,450,5.48954583342088e-06,"4"
"1819",1,10,"3",370,450,5.17635783448354e-06,"4"
"1820",1,10,"3",390,450,4.51904436771922e-06,"4"
"1821",1,10,"3",410,450,4.0668092177376e-06,"3"
"1822",1,10,"3",430,450,3.74739184866373e-06,"3"
"1823",1,10,"3",450,450,3.24335565817306e-06,"2"
"1824",1,10,"3",470,450,2.93731972213052e-06,"2"
"1825",1,10,"3",490,450,3.14048605387554e-06,"2"
"1826",1,10,"3",10,470,4.07917113172399e-06,"4"
"1827",1,10,"3",30,470,4.44317374469959e-06,"4"
"1828",1,10,"3",50,470,4.78208888341732e-06,"4"
"1829",1,10,"3",70,470,4.62961569971151e-06,"3"
"1830",1,10,"3",90,470,4.09940895088968e-06,"3"
"1831",1,10,"3",110,470,3.85251227107074e-06,"3"
"1832",1,10,"3",130,470,4.15992603083752e-06,"3"
"1833",1,10,"3",150,470,4.57015548003373e-06,"3"
"1834",1,10,"3",170,470,4.81585059673631e-06,"3"
"1835",1,10,"3",190,470,5.07191801993198e-06,"3"
"1836",1,10,"3",210,470,5.0367932881979e-06,"3"
"1837",1,10,"3",230,470,4.95679793841292e-06,"3"
"1838",1,10,"3",250,470,5.10691028453236e-06,"3"
"1839",1,10,"3",270,470,4.82277020377759e-06,"3"
"1840",1,10,"3",290,470,4.35506793527837e-06,"3"
"1841",1,10,"3",310,470,4.48061771550532e-06,"3"
"1842",1,10,"3",330,470,5.06167260642966e-06,"4"
"1843",1,10,"3",350,470,5.48228577594838e-06,"4"
"1844",1,10,"3",370,470,5.11696862162605e-06,"4"
"1845",1,10,"3",390,470,4.32113154296845e-06,"4"
"1846",1,10,"3",410,470,3.89987575453419e-06,"3"
"1847",1,10,"3",430,470,3.64778282811084e-06,"3"
"1848",1,10,"3",450,470,3.14254122419397e-06,"2"
"1849",1,10,"3",470,470,2.88257956764988e-06,"2"
"1850",1,10,"3",490,470,3.15021260124773e-06,"2"
"1851",1,10,"3",10,490,3.46216727851511e-06,"4"
"1852",1,10,"3",30,490,3.97028721985132e-06,"4"
"1853",1,10,"3",50,490,4.54189907550969e-06,"4"
"1854",1,10,"3",70,490,4.69260499472883e-06,"3"
"1855",1,10,"3",90,490,4.28621882059346e-06,"3"
"1856",1,10,"3",110,490,3.90691475778281e-06,"3"
"1857",1,10,"3",130,490,4.00580508165616e-06,"3"
"1858",1,10,"3",150,490,4.43932514724479e-06,"3"
"1859",1,10,"3",170,490,4.95045226024076e-06,"3"
"1860",1,10,"3",190,490,5.51337339858803e-06,"3"
"1861",1,10,"3",210,490,5.60502858372544e-06,"3"
"1862",1,10,"3",230,490,5.40648304077133e-06,"3"
"1863",1,10,"3",250,490,5.38583547777355e-06,"3"
"1864",1,10,"3",270,490,4.93995473694073e-06,"3"
"1865",1,10,"3",290,490,4.26599225555995e-06,"3"
"1866",1,10,"3",310,490,4.23651269461788e-06,"4"
"1867",1,10,"3",330,490,4.85947583728457e-06,"4"
"1868",1,10,"3",350,490,5.38845478094935e-06,"4"
"1869",1,10,"3",370,490,5.03314285631823e-06,"4"
"1870",1,10,"3",390,490,4.21497561378161e-06,"3"
"1871",1,10,"3",410,490,3.77829461158215e-06,"3"
"1872",1,10,"3",430,490,3.46576877057365e-06,"2"
"1873",1,10,"3",450,490,2.95177259456542e-06,"2"
"1874",1,10,"3",470,490,2.79615689495536e-06,"2"
"1875",1,10,"3",490,490,3.10753004932836e-06,"1"
"1876",1,10,"4",10,10,3.80739668421195e-06,"1"
"1877",1,10,"4",30,10,3.07897687222533e-06,"1"
"1878",1,10,"4",50,10,2.92547080094468e-06,"1"
"1879",1,10,"4",70,10,3.07141312356233e-06,"1"
"1880",1,10,"4",90,10,3.24761013133605e-06,"1"
"1881",1,10,"4",110,10,3.33945431697759e-06,"1"
"1882",1,10,"4",130,10,3.03058800079193e-06,"1"
"1883",1,10,"4",150,10,3.29287404719016e-06,"1"
"1884",1,10,"4",170,10,3.86380212095122e-06,"2"
"1885",1,10,"4",190,10,3.21058983938426e-06,"2"
"1886",1,10,"4",210,10,2.49720756612177e-06,"2"
"1887",1,10,"4",230,10,2.28663485127218e-06,"2"
"1888",1,10,"4",250,10,3.12981275955063e-06,"2"
"1889",1,10,"4",270,10,4.46489278594503e-06,"1"
"1890",1,10,"4",290,10,4.48689246297035e-06,"1"
"1891",1,10,"4",310,10,3.55939295176806e-06,"2"
"1892",1,10,"4",330,10,3.00022246741246e-06,"2"
"1893",1,10,"4",350,10,2.89354148203105e-06,"2"
"1894",1,10,"4",370,10,3.01225019830436e-06,"2"
"1895",1,10,"4",390,10,3.80514934612783e-06,"2"
"1896",1,10,"4",410,10,4.89345248662837e-06,"1"
"1897",1,10,"4",430,10,4.76147029173246e-06,"4"
"1898",1,10,"4",450,10,3.45191899556169e-06,"2"
"1899",1,10,"4",470,10,2.22490877394828e-06,"2"
"1900",1,10,"4",490,10,1.59470848145473e-06,"2"
"1901",1,10,"4",10,30,2.91251732492499e-06,"1"
"1902",1,10,"4",30,30,2.59666322827039e-06,"1"
"1903",1,10,"4",50,30,2.82105459411875e-06,"1"
"1904",1,10,"4",70,30,3.19363572484865e-06,"1"
"1905",1,10,"4",90,30,3.38690770349004e-06,"1"
"1906",1,10,"4",110,30,3.32420156947566e-06,"1"
"1907",1,10,"4",130,30,2.91741416748449e-06,"1"
"1908",1,10,"4",150,30,2.94390295985933e-06,"1"
"1909",1,10,"4",170,30,3.14559802338536e-06,"2"
"1910",1,10,"4",190,30,2.42023956273065e-06,"2"
"1911",1,10,"4",210,30,1.80860878320575e-06,"2"
"1912",1,10,"4",230,30,1.96581673645817e-06,"2"
"1913",1,10,"4",250,30,2.72333383478591e-06,"2"
"1914",1,10,"4",270,30,3.67507676198419e-06,"2"
"1915",1,10,"4",290,30,4.08389856640493e-06,"2"
"1916",1,10,"4",310,30,3.93170219551212e-06,"2"
"1917",1,10,"4",330,30,3.60214389240598e-06,"2"
"1918",1,10,"4",350,30,3.19194809695332e-06,"2"
"1919",1,10,"4",370,30,3.20495286125388e-06,"2"
"1920",1,10,"4",390,30,4.01595223292964e-06,"2"
"1921",1,10,"4",410,30,4.87754430201164e-06,"4"
"1922",1,10,"4",430,30,4.60707989589315e-06,"4"
"1923",1,10,"4",450,30,3.42503842407688e-06,"2"
"1924",1,10,"4",470,30,2.42334622189208e-06,"2"
"1925",1,10,"4",490,30,1.87172118773067e-06,"2"
"1926",1,10,"4",10,50,2.06816226572038e-06,"1"
"1927",1,10,"4",30,50,2.09093809521765e-06,"1"
"1928",1,10,"4",50,50,2.49911562927727e-06,"1"
"1929",1,10,"4",70,50,2.94306012085015e-06,"1"
"1930",1,10,"4",90,50,2.97119789786168e-06,"1"
"1931",1,10,"4",110,50,2.72418629743516e-06,"1"
"1932",1,10,"4",130,50,2.68454579567681e-06,"2"
"1933",1,10,"4",150,50,2.91073801978747e-06,"1"
"1934",1,10,"4",170,50,2.73290145149861e-06,"1"
"1935",1,10,"4",190,50,1.99292413863451e-06,"2"
"1936",1,10,"4",210,50,1.61875374258197e-06,"2"
"1937",1,10,"4",230,50,2.01382229061664e-06,"2"
"1938",1,10,"4",250,50,2.45844425334942e-06,"2"
"1939",1,10,"4",270,50,2.80870065174787e-06,"2"
"1940",1,10,"4",290,50,3.5215602829997e-06,"2"
"1941",1,10,"4",310,50,4.47416828063045e-06,"2"
"1942",1,10,"4",330,50,4.60980410979127e-06,"2"
"1943",1,10,"4",350,50,3.69716571754556e-06,"2"
"1944",1,10,"4",370,50,3.31898927752342e-06,"2"
"1945",1,10,"4",390,50,4.1119526003029e-06,"2"
"1946",1,10,"4",410,50,4.86190780681432e-06,"4"
"1947",1,10,"4",430,50,4.39976320846324e-06,"4"
"1948",1,10,"4",450,50,3.30010879705936e-06,"2"
"1949",1,10,"4",470,50,2.60034934109523e-06,"2"
"1950",1,10,"4",490,50,2.26145950342578e-06,"2"
"1951",1,10,"4",10,70,1.59262096910491e-06,"1"
"1952",1,10,"4",30,70,1.77697114636734e-06,"1"
"1953",1,10,"4",50,70,2.25216374588817e-06,"1"
"1954",1,10,"4",70,70,2.68448329717767e-06,"1"
"1955",1,10,"4",90,70,2.59421154426671e-06,"2"
"1956",1,10,"4",110,70,2.42463743925505e-06,"2"
"1957",1,10,"4",130,70,2.95478194758103e-06,"2"
"1958",1,10,"4",150,70,3.56486643617975e-06,"1"
"1959",1,10,"4",170,70,3.16199898566901e-06,"1"
"1960",1,10,"4",190,70,2.35837656985272e-06,"1"
"1961",1,10,"4",210,70,1.91021515006049e-06,"2"
"1962",1,10,"4",230,70,2.03389803876868e-06,"2"
"1963",1,10,"4",250,70,2.29860469291202e-06,"2"
"1964",1,10,"4",270,70,2.58930474978921e-06,"2"
"1965",1,10,"4",290,70,3.42317944807836e-06,"2"
"1966",1,10,"4",310,70,4.74146596691807e-06,"4"
"1967",1,10,"4",330,70,5.00366218491068e-06,"4"
"1968",1,10,"4",350,70,3.89691454258885e-06,"2"
"1969",1,10,"4",370,70,3.21768003261532e-06,"2"
"1970",1,10,"4",390,70,3.66871749964146e-06,"2"
"1971",1,10,"4",410,70,4.15222590921466e-06,"2"
"1972",1,10,"4",430,70,3.72518234974367e-06,"2"
"1973",1,10,"4",450,70,3.00467294435595e-06,"2"
"1974",1,10,"4",470,70,2.66286445144952e-06,"2"
"1975",1,10,"4",490,70,2.49468084981162e-06,"2"
"1976",1,10,"4",10,90,1.50091942493766e-06,"1"
"1977",1,10,"4",30,90,1.670663309857e-06,"1"
"1978",1,10,"4",50,90,2.27040516644794e-06,"1"
"1979",1,10,"4",70,90,2.9582518138986e-06,"1"
"1980",1,10,"4",90,90,3.14802643980855e-06,"2"
